Kuh ID;Kuh / Faerse;Gekalbt (ja / nein);Alarm Qualitaet;Alarm Zeitpunkt;Umstallzeit;Zeitraum Alarm-Umstallzeit [h]
1261;Kuh;ja;HA1h;2017-10-11 01:02:00;2017-10-11 02:00:00;0,9666666666666667
1261;Kuh;ja;HA2h;2017-10-10 12:16:00;2017-10-11 02:00:00;13,733333333333333
1261;Kuh;ja;HA2h;2017-10-11 02:01:00;2017-10-11 02:00:00;-0,016666666666666666
9256;Kuh;ja;HA1h;2017-10-08 21:07:00;2017-10-09 04:30:00;7,383333333333334
9256;Kuh;ja;HA1h;2017-10-08 23:18:00;2017-10-09 04:30:00;5,2
9256;Kuh;ja;HA1h;2017-10-09 03:32:00;2017-10-09 04:30:00;0,9666666666666667
9256;Kuh;ja;HA1h;2017-10-01 11:15:00;2017-10-09 04:30:00;185,25
9256;Kuh;ja;HA1h;2017-10-03 11:15:00;2017-10-09 04:30:00;137,25
9256;Kuh;ja;HA1h;2017-10-04 10:20:00;2017-10-09 04:30:00;114,16666666666667
9256;Kuh;ja;HA1h;2017-10-05 02:50:00;2017-10-09 04:30:00;97,66666666666667
9256;Kuh;ja;HA2h;2017-10-09 00:30:00;2017-10-09 04:30:00;4,0
9256;Kuh;ja;HA2h;2017-10-09 04:32:00;2017-10-09 04:30:00;-0,03333333333333333
9256;Kuh;ja;HA2h;2017-10-01 12:15:00;2017-10-09 04:30:00;184,25
9256;Kuh;ja;HA2h;2017-10-03 12:15:00;2017-10-09 04:30:00;136,25
2601;Faerse;ja;HA1h;2017-10-23 03:16:00;2017-10-23 14:30:00;11,233333333333333
2601;Faerse;ja;HA1h;2017-10-23 05:32:00;2017-10-23 14:30:00;8,966666666666667
2601;Faerse;ja;HA1h;2017-10-23 13:01:00;2017-10-23 14:30:00;1,4833333333333334
2601;Faerse;ja;HA2h;2017-10-23 14:01:00;2017-10-23 14:30:00;0,48333333333333334
1279;Kuh;ja;HA1h;2017-12-19 19:34:00;2017-12-20 03:30:00;7,933333333333334
1279;Kuh;ja;HA1h;2017-12-19 23:34:00;2017-12-20 03:30:00;3,933333333333333
1279;Kuh;ja;HA1h;2017-12-20 03:59:00;2017-12-20 03:30:00;-0,48333333333333334
1284;Kuh;ja;HA1h;2017-12-17 11:21:00;2017-12-19 21:30:00;58,15
1284;Kuh;ja;HA1h;2017-12-19 03:13:00;2017-12-19 21:30:00;18,283333333333335
1284;Kuh;ja;HA1h;2017-12-19 19:49:00;2017-12-19 21:30:00;1,6833333333333333
1284;Kuh;ja;HA2h;2017-12-19 20:48:00;2017-12-19 21:30:00;0,7
1800;Kuh;ja;HA1h;2017-10-01 02:14:00;2017-10-01 03:30:00;1,2666666666666666
1800;Kuh;ja;HA1h;2017-10-01 06:27:00;2017-10-01 03:30:00;-2,95
1800;Kuh;ja;HA2h;2017-10-01 03:14:00;2017-10-01 03:30:00;0,26666666666666666
1800;Kuh;ja;HA2h;2017-10-01 07:37:00;2017-10-01 03:30:00;-4,116666666666666
1803;Kuh;ja;HA1h;2017-10-23 02:24:00;2017-10-23 03:00:00;0,6
1803;Kuh;ja;HA2h;2017-10-23 03:24:00;2017-10-23 03:00:00;-0,4
274;Kuh;nein;HA1h;2017-10-11 02:04:00;;
274;Kuh;nein;HA2h;2017-10-11 03:04:00;;
278;Kuh;nein;HA1h;2017-10-16 09:40:00;;
1304;Kuh;ja;HA1h;2017-10-27 23:15:00;2017-10-31 02:30:00;75,25
1304;Kuh;ja;HA1h;2017-10-28 19:45:00;2017-10-31 02:30:00;54,75
1304;Kuh;ja;HA1h;2017-10-29 00:18:00;2017-10-31 02:30:00;50,2
1304;Kuh;ja;HA1h;2017-10-29 09:00:00;2017-10-31 02:30:00;41,5
1304;Kuh;ja;HA1h;2017-10-29 15:06:00;2017-10-31 02:30:00;35,4
1304;Kuh;ja;HA1h;2017-10-29 22:41:00;2017-10-31 02:30:00;27,816666666666666
1304;Kuh;ja;HA1h;2017-10-30 03:57:00;2017-10-31 02:30:00;22,55
1304;Kuh;ja;HA1h;2017-10-30 11:59:00;2017-10-31 02:30:00;14,516666666666667
1304;Kuh;ja;HA1h;2017-10-30 13:50:00;2017-10-31 02:30:00;12,666666666666666
1304;Kuh;ja;HA2h;2017-10-29 16:06:00;2017-10-31 02:30:00;34,4
1304;Kuh;ja;HA2h;2017-10-29 23:40:00;2017-10-31 02:30:00;26,833333333333332
1304;Kuh;ja;HA2h;2017-10-30 04:57:00;2017-10-31 02:30:00;21,55
1304;Kuh;ja;HA2h;2017-10-30 14:50:00;2017-10-31 02:30:00;11,666666666666666
1821;Kuh;nein;HA1h;2017-09-29 19:42:00;;
1821;Kuh;nein;HA1h;2017-09-30 10:50:00;;
1821;Kuh;nein;HA1h;2017-10-01 11:58:00;;
1821;Kuh;nein;HA2h;2017-09-29 20:31:00;;
1821;Kuh;nein;HA2h;2017-09-30 11:50:00;;
1821;Kuh;nein;HA2h;2017-10-01 13:08:00;;
2728;Faerse;ja;HA1h;2017-12-15 19:38:00;2017-12-20 20:30:00;120,86666666666666
2728;Faerse;ja;HA1h;2017-12-17 23:03:00;2017-12-20 20:30:00;69,45
2728;Faerse;ja;HA1h;2017-12-20 00:05:00;2017-12-20 20:30:00;20,416666666666668
2728;Faerse;ja;HA1h;2017-12-20 10:03:00;2017-12-20 20:30:00;10,45
2728;Faerse;ja;HA1h;2017-12-20 19:22:00;2017-12-20 20:30:00;1,1333333333333333
2728;Faerse;ja;HA2h;2017-12-18 02:51:00;2017-12-20 20:30:00;65,65
2728;Faerse;ja;HA2h;2017-12-20 01:05:00;2017-12-20 20:30:00;19,416666666666668
2728;Faerse;ja;HA2h;2017-12-20 20:22:00;2017-12-20 20:30:00;0,13333333333333333
1317;Kuh;ja;HA1h;2017-12-16 11:44:00;2017-12-16 11:30:00;-0,23333333333333334
1317;Kuh;ja;HA2h;2017-12-16 12:43:00;2017-12-16 11:30:00;-1,2166666666666666
1320;Kuh;ja;HA1h;2017-10-09 06:24:00;2017-10-09 23:30:00;17,1
1320;Kuh;ja;HA1h;2017-10-09 20:30:00;2017-10-09 23:30:00;3,0
1320;Kuh;ja;HA1h;2017-10-09 22:01:00;2017-10-09 23:30:00;1,4833333333333334
1320;Kuh;ja;HA2h;2017-10-09 23:01:00;2017-10-09 23:30:00;0,48333333333333334
2611;Kuh;nein;HA1h;2017-10-19 11:15:00;;
2611;Kuh;nein;HA1h;2017-10-21 16:25:00;;
2611;Kuh;nein;HA1h;2017-10-21 21:26:00;;
1336;Kuh;nein;HA1h;2017-11-10 02:26:00;;
1336;Kuh;nein;HA1h;2017-11-10 09:43:00;;
1336;Kuh;nein;HA1h;2017-11-10 15:09:00;;
1336;Kuh;nein;HA1h;2017-11-11 01:29:00;;
1336;Kuh;nein;HA1h;2017-11-11 07:21:00;;
1336;Kuh;nein;HA2h;2017-11-10 03:26:00;;
1336;Kuh;nein;HA2h;2017-11-10 10:43:00;;
1336;Kuh;nein;HA2h;2017-11-11 02:29:00;;
1337;Kuh;ja;HA1h;2017-10-27 07:41:00;2017-10-29 11:30:00;51,81666666666667
1337;Kuh;ja;HA1h;2017-10-28 02:01:00;2017-10-29 11:30:00;33,483333333333334
1337;Kuh;ja;HA1h;2017-10-28 08:06:00;2017-10-29 11:30:00;27,4
1851;Kuh;ja;HA1h;2017-10-12 05:33:00;2017-10-12 06:15:00;0,7
1851;Kuh;ja;HA1h;2017-10-07 07:26:00;2017-10-12 06:15:00;118,81666666666666
1851;Kuh;ja;HA1h;2017-10-07 09:52:00;2017-10-12 06:15:00;116,38333333333334
1851;Kuh;ja;HA2h;2017-10-12 06:33:00;2017-10-12 06:15:00;-0,3
1851;Kuh;ja;HA2h;2017-10-07 10:51:00;2017-10-12 06:15:00;115,4
1854;Kuh;nein;HA1h;2017-09-29 19:46:00;;
3909;Kuh;ja;HA1h;2017-10-16 00:18:00;2017-10-24 10:30:00;202,2
3909;Kuh;ja;HA1h;2017-10-16 19:32:00;2017-10-24 10:30:00;182,96666666666667
3909;Kuh;ja;HA1h;2017-10-17 00:34:00;2017-10-24 10:30:00;177,93333333333334
3909;Kuh;ja;HA1h;2017-10-17 04:58:00;2017-10-24 10:30:00;173,53333333333333
3909;Kuh;ja;HA1h;2017-10-17 08:25:00;2017-10-24 10:30:00;170,08333333333334
3909;Kuh;ja;HA1h;2017-10-17 11:00:00;2017-10-24 10:30:00;167,5
3909;Kuh;ja;HA1h;2017-10-18 02:21:00;2017-10-24 10:30:00;152,15
3909;Kuh;ja;HA1h;2017-10-23 05:55:00;2017-10-24 10:30:00;28,583333333333332
3909;Kuh;ja;HA1h;2017-10-23 15:41:00;2017-10-24 10:30:00;18,816666666666666
3909;Kuh;ja;HA1h;2017-10-24 08:25:00;2017-10-24 10:30:00;2,0833333333333335
3909;Kuh;ja;HA2h;2017-10-16 01:30:00;2017-10-24 10:30:00;201,0
3909;Kuh;ja;HA2h;2017-10-16 07:26:00;2017-10-24 10:30:00;195,06666666666666
3909;Kuh;ja;HA2h;2017-10-16 12:05:00;2017-10-24 10:30:00;190,41666666666666
3909;Kuh;ja;HA2h;2017-10-16 20:30:00;2017-10-24 10:30:00;182,0
3909;Kuh;ja;HA2h;2017-10-17 01:22:00;2017-10-24 10:30:00;177,13333333333333
3909;Kuh;ja;HA2h;2017-10-17 12:00:00;2017-10-24 10:30:00;166,5
3909;Kuh;ja;HA2h;2017-10-18 03:21:00;2017-10-24 10:30:00;151,15
3909;Kuh;ja;HA2h;2017-10-24 09:24:00;2017-10-24 10:30:00;1,1
3912;Kuh;ja;HA1h;2017-10-19 03:54:00;2017-10-20 12:30:00;32,6
3912;Kuh;ja;HA1h;2017-10-20 13:10:00;2017-10-20 12:30:00;-0,6666666666666666
3912;Kuh;ja;HA1h;2017-10-18 13:25:00;2017-10-20 12:30:00;47,083333333333336
3912;Kuh;ja;HA2h;2017-10-20 13:10:00;2017-10-20 12:30:00;-0,6666666666666666
6988;Kuh;ja;HA1h;2017-10-23 04:05:00;2017-10-23 06:40:00;2,5833333333333335
6988;Kuh;ja;HA2h;2017-10-23 05:05:00;2017-10-23 06:40:00;1,5833333333333333
11;Kuh;ja;HA1h;2017-12-20 15:30:00;2017-12-20 15:30:00;0,0
1875;Kuh;ja;HA2h;2017-10-12 00:15:00;2017-10-12 02:00:00;1,75
1934;Kuh;ja;HA1h;2017-11-06 23:11:00;2017-11-07 00:30:00;1,3166666666666667
9046;Kuh;ja;HA1h;2017-11-03 00:27:00;2017-11-05 09:30:00;57,05
9046;Kuh;ja;HA1h;2017-11-03 06:33:00;2017-11-05 09:30:00;50,95
9046;Kuh;ja;HA1h;2017-11-03 13:09:00;2017-11-05 09:30:00;44,35
9046;Kuh;ja;HA1h;2017-11-05 06:01:00;2017-11-05 09:30:00;3,4833333333333334
9046;Kuh;ja;HA2h;2017-11-03 01:39:00;2017-11-05 09:30:00;55,85
9046;Kuh;ja;HA2h;2017-11-03 07:33:00;2017-11-05 09:30:00;49,95
9046;Kuh;ja;HA2h;2017-11-05 07:01:00;2017-11-05 09:30:00;2,4833333333333334
858;Kuh;ja;HA1h;2017-09-29 19:32:00;2017-09-30 01:30:00;5,966666666666667
858;Kuh;ja;HA1h;2017-09-29 23:41:00;2017-09-30 01:30:00;1,8166666666666667
858;Kuh;ja;HA1h;2017-09-30 03:46:00;2017-09-30 01:30:00;-2,2666666666666666
858;Kuh;ja;HA2h;2017-09-29 20:20:00;2017-09-30 01:30:00;5,166666666666667
858;Kuh;ja;HA2h;2017-09-30 00:29:00;2017-09-30 01:30:00;1,0166666666666666
1885;Kuh;nein;HA1h;2017-11-01 11:04:00;;
1885;Kuh;nein;HA2h;2017-11-02 00:03:00;;
3940;Kuh;ja;HA1h;2017-10-18 22:44:00;2017-10-25 15:30:00;160,76666666666668
3944;Kuh;ja;HA1h;2017-10-26 10:33:00;2017-10-26 12:30:00;1,95
3944;Kuh;ja;HA1h;2017-10-22 00:28:00;2017-10-26 12:30:00;108,03333333333333
3944;Kuh;ja;HA1h;2017-10-22 14:47:00;2017-10-26 12:30:00;93,71666666666667
3944;Kuh;ja;HA1h;2017-10-23 14:27:00;2017-10-26 12:30:00;70,05
3944;Kuh;ja;HA2h;2017-10-26 11:33:00;2017-10-26 12:30:00;0,95
9065;Kuh;ja;HA1h;2017-10-14 22:42:00;2017-10-14 22:15:00;-0,45
1899;Kuh;ja;HA1h;2017-10-11 22:52:00;2017-10-17 15:00:00;136,13333333333333
1899;Kuh;ja;HA1h;2017-10-12 00:08:00;2017-10-17 15:00:00;134,86666666666667
1899;Kuh;ja;HA1h;2017-10-12 02:04:00;2017-10-17 15:00:00;132,93333333333334
1899;Kuh;ja;HA1h;2017-10-12 09:51:00;2017-10-17 15:00:00;125,15
1899;Kuh;ja;HA1h;2017-10-15 05:26:00;2017-10-17 15:00:00;57,56666666666667
1899;Kuh;ja;HA1h;2017-10-15 09:53:00;2017-10-17 15:00:00;53,11666666666667
1899;Kuh;ja;HA1h;2017-10-15 14:18:00;2017-10-17 15:00:00;48,7
1899;Kuh;ja;HA1h;2017-10-16 08:37:00;2017-10-17 15:00:00;30,383333333333333
1899;Kuh;ja;HA1h;2017-10-17 09:36:00;2017-10-17 15:00:00;5,4
1899;Kuh;ja;HA1h;2017-10-17 13:42:00;2017-10-17 15:00:00;1,3
1899;Kuh;ja;HA1h;2017-10-10 21:26:00;2017-10-17 15:00:00;161,56666666666666
1899;Kuh;ja;HA2h;2017-10-12 03:04:00;2017-10-17 15:00:00;131,93333333333334
1899;Kuh;ja;HA2h;2017-10-12 10:51:00;2017-10-17 15:00:00;124,15
1899;Kuh;ja;HA2h;2017-10-15 06:26:00;2017-10-17 15:00:00;56,56666666666667
1899;Kuh;ja;HA2h;2017-10-15 10:53:00;2017-10-17 15:00:00;52,11666666666667
1899;Kuh;ja;HA2h;2017-10-15 15:18:00;2017-10-17 15:00:00;47,7
1899;Kuh;ja;HA2h;2017-10-16 09:37:00;2017-10-17 15:00:00;29,383333333333333
1899;Kuh;ja;HA2h;2017-10-17 10:25:00;2017-10-17 15:00:00;4,583333333333333
1899;Kuh;ja;HA2h;2017-10-17 15:05:00;2017-10-17 15:00:00;-0,08333333333333333
1899;Kuh;ja;HA2h;2017-10-10 22:25:00;2017-10-17 15:00:00;160,58333333333334
1903;Kuh;ja;HA1h;2017-10-31 20:07:00;2017-10-31 22:30:00;2,3833333333333333
1903;Kuh;ja;HA2h;2017-10-31 21:06:00;2017-10-31 22:30:00;1,4
369;Kuh;ja;HA1h;2017-10-02 10:48:00;2017-10-05 18:45:00;79,95
369;Kuh;ja;HA1h;2017-10-02 16:01:00;2017-10-05 18:45:00;74,73333333333333
369;Kuh;ja;HA1h;2017-10-03 14:45:00;2017-10-05 18:45:00;52,0
369;Kuh;ja;HA2h;2017-10-02 11:48:00;2017-10-05 18:45:00;78,95
369;Kuh;ja;HA2h;2017-10-02 16:48:00;2017-10-05 18:45:00;73,95
1911;Kuh;ja;HA1h;2017-11-02 16:36:00;2017-11-03 13:30:00;20,9
1915;Kuh;ja;HA1h;2017-10-24 03:39:00;2017-10-27 03:30:00;71,85
1915;Kuh;ja;HA1h;2017-10-24 11:44:00;2017-10-27 03:30:00;63,766666666666666
1915;Kuh;ja;HA1h;2017-10-26 12:39:00;2017-10-27 03:30:00;14,85
1915;Kuh;ja;HA1h;2017-10-26 18:56:00;2017-10-27 03:30:00;8,566666666666666
1915;Kuh;ja;HA1h;2017-10-26 23:02:00;2017-10-27 03:30:00;4,466666666666667
1915;Kuh;ja;HA2h;2017-10-24 04:39:00;2017-10-27 03:30:00;70,85
1915;Kuh;ja;HA2h;2017-10-24 12:44:00;2017-10-27 03:30:00;62,766666666666666
1915;Kuh;ja;HA2h;2017-10-26 20:08:00;2017-10-27 03:30:00;7,366666666666666
1915;Kuh;ja;HA2h;2017-10-27 00:02:00;2017-10-27 03:30:00;3,466666666666667
1920;Kuh;ja;HA1h;2017-11-11 00:41:00;2017-11-11 03:30:00;2,816666666666667
1920;Kuh;ja;HA2h;2017-11-11 01:41:00;2017-11-11 03:30:00;1,8166666666666667
398;Kuh;ja;HA1h;2017-09-30 16:40:00;2017-10-03 04:30:00;59,833333333333336
398;Kuh;ja;HA1h;2017-10-03 05:12:00;2017-10-03 04:30:00;-0,7
398;Kuh;ja;HA2h;2017-10-03 06:12:00;2017-10-03 04:30:00;-1,7
1935;Kuh;ja;HA1h;2017-11-06 15:02:00;2017-11-06 16:30:00;1,4666666666666666
921;Kuh;nein;HA1h;2017-10-03 12:36:00;;
3994;Kuh;ja;HA1h;2017-12-17 07:55:00;2017-12-17 08:30:00;0,5833333333333334
3994;Kuh;ja;HA2h;2017-12-17 08:54:00;2017-12-17 08:30:00;-0,4
1951;Kuh;ja;HA1h;2017-10-26 16:05:00;2017-11-09 19:30:00;339,4166666666667
1951;Kuh;ja;HA1h;2017-11-09 14:21:00;2017-11-09 19:30:00;5,15
1951;Kuh;ja;HA1h;2017-11-09 18:28:00;2017-11-09 19:30:00;1,0333333333333334
1951;Kuh;ja;HA2h;2017-11-09 15:21:00;2017-11-09 19:30:00;4,15
1951;Kuh;ja;HA2h;2017-11-09 19:28:00;2017-11-09 19:30:00;0,03333333333333333
1955;Kuh;ja;HA1h;2017-10-27 17:56:00;2017-11-01 14:30:00;116,56666666666666
1955;Kuh;ja;HA1h;2017-11-01 14:03:00;2017-11-01 14:30:00;0,45
9639;Kuh;ja;HA1h;2017-10-01 10:52:00;2017-10-01 10:30:00;-0,36666666666666664
9639;Kuh;ja;HA2h;2017-10-01 11:36:00;2017-10-01 10:30:00;-1,1
430;Kuh;ja;HA1h;2017-12-16 00:13:00;2017-12-16 02:30:00;2,283333333333333
430;Kuh;ja;HA2h;2017-12-16 00:13:00;2017-12-16 02:30:00;2,283333333333333
8635;Kuh;ja;HA1h;2017-12-15 17:32:00;2017-12-15 19:30:00;1,9666666666666666
8635;Kuh;ja;HA2h;2017-12-15 06:32:00;2017-12-15 19:30:00;12,966666666666667
446;Kuh;ja;HA1h;2017-10-09 21:49:00;2017-10-12 06:30:00;56,68333333333333
446;Kuh;ja;HA1h;2017-10-12 03:18:00;2017-10-12 06:30:00;3,2
446;Kuh;ja;HA2h;2017-10-12 04:18:00;2017-10-12 06:30:00;2,2
1985;Kuh;ja;HA1h;2017-12-17 16:09:00;2017-12-17 19:30:00;3,35
1985;Kuh;ja;HA1h;2017-12-17 18:38:00;2017-12-17 19:30:00;0,8666666666666667
1985;Kuh;ja;HA2h;2017-12-17 17:19:00;2017-12-17 19:30:00;2,183333333333333
1985;Kuh;ja;HA2h;2017-12-17 19:38:00;2017-12-17 19:30:00;-0,13333333333333333
1986;Kuh;ja;HA1h;2017-12-16 08:14:00;2017-12-16 20:30:00;12,266666666666667
1986;Kuh;ja;HA1h;2017-12-16 17:49:00;2017-12-16 20:30:00;2,683333333333333
1986;Kuh;ja;HA2h;2017-12-16 18:49:00;2017-12-16 20:30:00;1,6833333333333333
2019;Kuh;ja;HA1h;2017-12-20 20:47:00;2017-12-20 23:30:00;2,716666666666667
2019;Kuh;ja;HA2h;2017-12-20 21:47:00;2017-12-20 23:30:00;1,7166666666666666
2532;Kuh;nein;HA1h;2017-10-02 19:27:00;;
2532;Kuh;nein;HA1h;2017-10-02 21:41:00;;
490;Kuh;ja;HA1h;2017-10-16 03:17:00;2017-10-16 08:00:00;4,716666666666667
490;Kuh;ja;HA1h;2017-10-16 05:59:00;2017-10-16 08:00:00;2,0166666666666666
490;Kuh;ja;HA2h;2017-10-16 06:59:00;2017-10-16 08:00:00;1,0166666666666666
3578;Kuh;ja;HA1h;2017-10-02 19:19:00;2017-10-06 22:15:00;98,93333333333334
3578;Kuh;ja;HA1h;2017-10-02 22:48:00;2017-10-06 22:15:00;95,45
3578;Kuh;ja;HA1h;2017-10-04 21:02:00;2017-10-06 22:15:00;49,21666666666667
3578;Kuh;ja;HA1h;2017-10-05 02:36:00;2017-10-06 22:15:00;43,65
3578;Kuh;ja;HA1h;2017-10-05 16:20:00;2017-10-06 22:15:00;29,916666666666668
3578;Kuh;ja;HA1h;2017-10-06 03:47:00;2017-10-06 22:15:00;18,466666666666665
3578;Kuh;ja;HA1h;2017-10-06 23:49:00;2017-10-06 22:15:00;-1,5666666666666667
3578;Kuh;ja;HA2h;2017-10-04 22:02:00;2017-10-06 22:15:00;48,21666666666667
3578;Kuh;ja;HA2h;2017-10-05 03:36:00;2017-10-06 22:15:00;42,65
2558;Faerse;ja;HA1h;2017-10-03 03:57:00;2017-10-04 11:00:00;31,05
2558;Faerse;ja;HA1h;2017-10-03 12:18:00;2017-10-04 11:00:00;22,7
2558;Faerse;ja;HA1h;2017-10-03 23:16:00;2017-10-04 11:00:00;11,733333333333333
2558;Faerse;ja;HA1h;2017-10-04 08:57:00;2017-10-04 11:00:00;2,05
2558;Faerse;ja;HA1h;2017-10-04 10:11:00;2017-10-04 11:00:00;0,8166666666666667
2558;Faerse;ja;HA2h;2017-10-03 13:17:00;2017-10-04 11:00:00;21,716666666666665
2558;Faerse;ja;HA2h;2017-10-04 00:15:00;2017-10-04 11:00:00;10,75
2558;Faerse;ja;HA2h;2017-10-04 11:11:00;2017-10-04 11:00:00;-0,18333333333333332
