Cow-ID;SonT;HA 1h;HA 2h;SoffT;Event;Event-Score;Moocall-Score;Date/Time of Parturition;Kommentar;Valid Calving;dt HA1 [min];dt HA2 [min];TP HA1;TP HA2;HA1 strict;FP HA1;FP HA2;FP soft;FN HA1;FN HA2;FN soft;;;
1145;;04.10.2017 11:34;;;;6;;07.10.2017 08:00;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1145;;04.10.2017 22:15;;;04.10.2017 23:00;3;;07.10.2017 08:00;;0;45;INVALID;0;0;0;1;0;0;0;0;0;;;
1145;04.10.2017 23:01;05.10.2017 03:57;05.10.2017 04:56;05.10.2017 06:46;05.10.2017 05:00;5;2;07.10.2017 08:00;;0;6300000001;4000000003;0;0;0;1;1;1;0;0;0;;;
2592;07.10.2017 15:41;;;;07.10.2017 23:59;5;;08.10.2017 15:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
8872;08.10.2017 03:00;08.10.2017 04:24;;;;6;;10.11.2017 00:40;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
8872;;08.10.2017 09:42;;08.10.2017 11:26;08.10.2017 10:00;2;0;10.11.2017 00:40;;0;18;INVALID;0;0;0;1;0;0;0;0;0;;;
9783;29.09.2017 16:30;;;;29.09.2017 17:00;2; ;30.09.2017 07:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
668;29.09.2017 18:26;;;;01.10.2017 10:00;4; ;04.10.2017 18:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1145;01.10.2017 10:30;01.10.2017 12:53;01.10.2017 13:42;01.10.2017 17:32;01.10.2017 18:00;2;;07.10.2017 08:00;;0;307;258;0;0;0;1;1;1;0;0;0;;;
514;02.10.2017 03:00;;;03.10.2017 03:19;03.10.2017 02:00;2; ;05.10.2017 19:35;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2576;03.10.2017 07:40;;;03.10.2017 13:35;03.10.2017 11:50;2;1;07.10.2017 07:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
668;03.10.2017 13:55;;;;04.10.2017 00:00;3;3;04.10.2017 18:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
668;04.10.2017 00:01;;;;04.10.2017 05:00;3;;04.10.2017 18:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
668;04.10.2017 05:01;;;;04.10.2017 17:30;1;;04.10.2017 18:20;;1;INVALID;INVALID;0;0;0;0;0;0;1;1;1;;;
1882;05.10.2017 01:10;;;;05.10.2017 03:00;5;;09.10.2017 16:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1882;05.10.2017 03:01;;;;05.10.2017 11:00;2;;09.10.2017 16:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
369;05.10.2017 15:13;;;;05.10.2017 15:30;1;;05.10.2017 16:50;;1;INVALID;INVALID;0;0;0;0;0;0;1;1;1;;;
1882;06.10.2017 00:00;;;;06.10.2017 11:00;2;;09.10.2017 16:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9847;06.10.2017 23:25;;;;07.10.2017 00:20;3;;09.10.2017 17:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9847;07.10.2017 00:21;;;;08.10.2017 05:00;4;2;09.10.2017 17:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9847;08.10.2017 05:05;;;;08.10.2017 18:08;4;2;09.10.2017 17:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3701;08.10.2017 18:15;;;;08.10.2017 19:16;2;0;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9256;08.10.2017 19:53;08.10.2017 21:07;;;;6;;09.10.2017 06:55;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
9256;;08.10.2017 23:18;09.10.2017 00:30;;;6;;09.10.2017 06:55;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
9256;;09.10.2017 03:32;09.10.2017 04:32;09.10.2017 05:39;09.10.2017 04:30;1;4;09.10.2017 06:55;;1;58;-1999999996;1;0;0;0;0;0;0;0;0;;;
8872;09.10.2017 07:44;;;09.10.2017 14:04;09.10.2017 12:45;2;0;10.11.2017 00:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
8872;09.10.2017 13:12;09.10.2017 14:57;;;;6;;10.11.2017 00:40;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
8872;;09.10.2017 20:40;;;;6;;10.11.2017 00:40;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
8872;;09.10.2017 22:36;09.10.2017 23:36;10.10.2017 01:42;09.10.2017 23:30;1;2;10.10.2017 00:40;;1;54;-5999999999;1;0;0;0;0;0;0;0;0;;;
3621;10.10.2017 02:12;;;;10.10.2017 13:15;4;2;12.10.2017 21:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
83;10.10.2017 13:13;;;;10.10.2017 21:23;3;2;12.10.2017 09:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
83;10.10.2017 21:24;;;;11.10.2017 04:15;4;2;12.10.2017 09:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3621;11.10.2017 05:12;;;11.10.2017 12:21;11.10.2017 11:00;3;0;12.10.2017 21:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1899;11.10.2017 17:05;11.10.2017 22:52;;;;6;;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1899;;12.10.2017 00:08;;;;6;;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1899;;12.10.2017 02:04;12.10.2017 03:04;;12.10.2017 07:15;3;2;17.10.2017 15:00;;0;311;251;0;0;0;1;1;1;0;0;0;;;
1899;12.10.2017 07:16;12.10.2017 09:51;12.10.2017 10:51;;12.10.2017 14:10;4;2;17.10.2017 15:00;;0;259;199;0;0;0;1;1;1;0;0;0;;;
868;12.10.2017 14:11;;;;13.10.2017 10:17;4;2;14.10.2017 08:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
490;13.10.2017 10:19;;;;13.10.2017 13:25;2;1;16.10.2017 09:35;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1231;13.10.2017 14:15;13.10.2017 15:32;13.10.2017 16:32;13.10.2017 18:45;13.10.2017 16:30;1;2;13.10.2017 17:35;;1;138;78;1;1;1;0;0;0;0;0;0;;;
1138;14.10.2017 02:17;14.10.2017 07:46;14.10.2017 08:46;;14.10.2017 07:35;1;2;14.10.2017 08:20;;1;-11;-71;0;0;0;0;0;0;0;0;0;;;
9853;14.10.2017 10:15;;;;15.10.2017 12:21;4;2;15.10.2017 22:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3909;15.10.2017 12:24;;;;16.10.2017 00:08;3;0;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3909;16.10.2017 00:09;16.10.2017 00:18;16.10.2017 01:30;;;6;;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3909;;;16.10.2017 07:26;;;6;;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;0;1;0;0;0;0;;;
3909;;;16.10.2017 12:05;16.10.2017 13:05;;6;;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;0;1;0;0;0;0;;;
3909;;16.10.2017 19:32;16.10.2017 20:30;;;6;;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
