Cow-ID;SonT;HA 1h;HA 2h;SoffT;Event;Event-Score;Moocall-Score;Date/Time of Parturition;Kommentar;Valid Calving;dt HA1 [min];dt HA2 [min];TP HA1;TP HA2;HA1 strict;FP HA1;FP HA2;FP soft;FN HA1;FN HA2;FN soft;;;
2658;08.11.2017 13:26;08.11.2017 15:01;08.11.2017 16:01;;08.11.2017 15:06;4;2;09.11.2017 14:15;;0;4999999995;-55;0;0;0;1;1;1;0;0;0;;;
2636;08.11.2017 15:20;;;08.11.2017 20:08;08.11.2017 16:30;1;0;08.11.2017 18:40;;1;INVALID;INVALID;0;0;0;0;0;0;1;1;1;;;
2641;08.11.2017 23:16;09.11.2017 01:41;09.11.2017 02:41;;09.11.2017 04:30;1;0;09.11.2017 04:50;;1;#WERT!;#WERT!;0;0;0;0;0;0;0;0;0;;;
8935;09.11.2017 05:25;;;;11.11.2017 00:26;3;0;;Study over;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
8935;11.11.2017 00:27;;;;11.11.2017 02:10;4;1;;Study over;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
97;11.11.2017 02:20;11.11.2017 03:40;11.11.2017 04:40;11.11.2017 07:11;11.11.2017 06:30;1;1;11.11.2017 08:00;;1;170;110;1;1;1;0;0;0;0;0;0;;;
398;29.09.2017 16:32;;;;29.09.2017 17:00;2;;03.10.2017 06:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
921;29.09.2017 18:25;;;;01.10.2017 03:00;4;;08.10.2017 00:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1145;02.10.2017 02:30;02.10.2017 07:00;02.10.2017 07:59;;02.10.2017 15:05;2;;07.10.2017 08:00;;0;485;426;0;0;0;1;1;1;0;0;0;;;
1145;02.10.2017 15:12;02.10.2017 15:25;02.10.2017 16:24;;02.10.2017 20:10;3;2;07.10.2017 08:00;;0;285;226;0;0;0;1;1;1;0;0;0;;;
1145;02.10.2017 20:10;02.10.2017 20:27;;;02.10.2017 21:14;3;2;07.10.2017 08:00;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
9745;02.10.2017 21:20;03.10.2017 01:40;03.10.2017 02:28;03.10.2017 05:19;03.10.2017 03:30;1;0;03.10.2017 04:05;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
5;03.10.2017 08:20;;;;03.10.2017 09:23;3;;03.10.2017 22:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1092;03.10.2017 09:26;;;03.10.2017 13:38;03.10.2017 10:20;2;;10.10.2017 10:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
5;03.10.2017 13:55;;;03.10.2017 15:17;03.10.2017 17:00;2;;03.10.2017 22:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2577;03.10.2017 23:00;;;;03.10.2017 23:59;2;;07.10.2017 19:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2576;03.10.2017 23:59;;;;04.10.2017 01:00;2;;07.10.2017 07:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
514;04.10.2017 01:00;04.10.2017 01:20;;;04.10.2017 06:00;5;;05.10.2017 19:35;;0;280;INVALID;0;0;0;1;0;0;0;0;0;;;
514;04.10.2017 06:01;;;;04.10.2017 11:14;3;;05.10.2017 19:35;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
514;04.10.2017 11:15;04.10.2017 13:54;;;04.10.2017 23:00;2;;05.10.2017 19:35;;0;546;INVALID;0;0;0;1;0;0;0;0;0;;;
514;04.10.2017 23:01;05.10.2017 14:07;05.10.2017 15:17;05.10.2017 15:29;05.10.2017 15:00;2;;05.10.2017 19:35;;0;5300000001;-17;0;0;0;1;1;1;0;0;0;;;
2576;05.10.2017 16:00;;;05.10.2017 19:22;05.10.2017 18:45;2;;07.10.2017 07:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2572;05.10.2017 23:00;;;;06.10.2017 05:00;4;2;10.10.2017 08:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2577;06.10.2017 05:00;;;06.10.2017 10:15;06.10.2017 12:00;2;;07.10.2017 19:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1145;06.10.2017 23:20;07.10.2017 01:33;07.10.2017 02:32;;;6;;07.10.2017 08:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1145;;07.10.2017 05:30;07.10.2017 06:29;07.10.2017 06:53;;?;;07.10.2017 08:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3569;07.10.2017 08:20;;;;07.10.2017 16:00;1;;07.10.2017 17:30;;1;INVALID;INVALID;0;0;0;0;0;0;1;1;1;;;
3493;07.10.2017 18:27;08.10.2017 04:05;08.10.2017 05:04;;;6;;08.10.2017 18:35;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3493;;08.10.2017 15:30;08.10.2017 16:30;08.10.2017 19:35;;1;2;08.10.2017 18:35;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1320;08.10.2017 19:56;09.10.2017 06:24;;;;6;;10.10.2017 00:10;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1320;;09.10.2017 20:30;;;;6;;10.10.2017 00:10;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
1320;;09.10.2017 22:01;09.10.2017 23:01;10.10.2017 01:39;09.10.2017 23:30;1;;10.10.2017 00:10;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
274;10.10.2017 02:10;;;;10.10.2017 13:09;4;2;15.10.2017 11:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1899;10.10.2017 13:14;10.10.2017 21:26;10.10.2017 22:25;;10.10.2017 21:32;3;2;17.10.2017 15:00;;0;5999999999;-5300000001;0;0;0;1;1;1;0;0;0;;;
1899;10.10.2017 21:33;;;;10.10.2017 22:15;2;0;17.10.2017 15:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
446;10.10.2017 22:19;;;;11.10.2017 11:36;3;1;12.10.2017 09:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
446;11.10.2017 11:37;;;;11.10.2017 16:15;3;2;12.10.2017 09:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
446;11.10.2017 16:16;;;;11.10.2017 23:25;4;2;12.10.2017 09:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3701;11.10.2017 23:28;;;;12.10.2017 12:00;3;1;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3701;12.10.2017 12:01;13.10.2017 18:36;13.10.2017 19:35;;;6;;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3701;;14.10.2017 00:38;14.10.2017 03:22;;;6;;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3701;;14.10.2017 05:29;14.10.2017 06:41;;14.10.2017 09:30;1;0;14.10.2017 12:00;;1;241;169;0;0;0;0;0;0;0;0;0;;;
3701;;14.10.2017 10:15;14.10.2017 10:51;14.10.2017 13:02;;7;;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1104;14.10.2017 13:25;14.10.2017 14:55;14.10.2017 15:54;;;6;;16.10.2017 17:35;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1104;;15.10.2017 06:50;15.10.2017 07:49;;15.10.2017 11:10;2;1;16.10.2017 17:35;;0;260;201;0;0;0;1;1;1;0;0;0;;;
3509;15.10.2017 12:16;;;;15.10.2017 13:15;2;0;16.10.2017 15:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
366;15.10.2017 13:20;;;;16.10.2017 00:10;3;1;21.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
366;16.10.2017 00:11;;;;16.10.2017 05:00;3;1;21.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
366;16.10.2017 05:01;;;16.10.2017 13:00;16.10.2017 10:15;2;0;21.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
366;16.10.2017 10:16;;;;16.10.2017 11:13;4;2;21.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3509;16.10.2017 11:14;;;;16.10.2017 12:30;2;0;16.10.2017 15:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9879;16.10.2017 13:11;;;16.10.2017 15:11;16.10.2017 14:08;2;0;22.10.2017 09:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1897;17.10.2017 00:15;;;;17.10.2017 12:09;3;1;17.10.2017 23:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1897;17.10.2017 12:09;17.10.2017 22:35;17.10.2017 23:34;18.10.2017 01:15;17.10.2017 22:30;1;1;17.10.2017 23:40;;1;-4999999995;-64;0;0;0;0;0;0;0;0;0;;;
1164;18.10.2017 01:15;;;;18.10.2017 12:17;3;1;18.10.2017 16:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1164;18.10.2017 12:18;18.10.2017 13:03;18.10.2017 14:02;18.10.2017 18:26;18.10.2017 15:30;1;1;18.10.2017 16:15;;1;207;148;0;0;0;0;0;0;0;0;0;;;
2630;18.10.2017 23:15;;;;19.10.2017 01:02;5;0;21.10.2017 09:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2630;19.10.2017 01:03;;;;19.10.2017 03:04;5;0;21.10.2017 09:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2630;19.10.2017 04:01;;;19.10.2017 12:07;19.10.2017 11:30;2;1;21.10.2017 09:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2630;19.10.2017 13:00;;;20.10.2017 14:02;20.10.2017 13:00;2;0;21.10.2017 09:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2617;21.10.2017 01:08;21.10.2017 16:58;;;21.10.2017 17:06;2;0;23.10.2017 04:25;;0;8000000005;INVALID;0;0;0;1;0;0;0;0;0;;;
2617;21.10.2017 17:15;;21.10.2017 17:25;22.10.2017 12:44;22.10.2017 02:08;4;2;23.10.2017 04:25;;0;INVALID;523;0;0;0;0;1;0;0;0;0;;;
2611;22.10.2017 02:10;;;;22.10.2017 03:00;2;0;24.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2611;22.10.2017 03:01;;;;22.10.2017 11:30;2;0;24.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2621;22.10.2017 15:07;;;;23.10.2017 01:09;4;2;31.10.2017 23:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2611;23.10.2017 01:10;;;;23.10.2017 09:07;2;1;24.10.2017 05:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2644;23.10.2017 09:12;;;;24.10.2017 00:02;4;2;02.11.2017 12:25;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2641;24.10.2017 00:05;24.10.2017 11:13;24.10.2017 12:12;;24.10.2017 23:09;4;2;09.11.2017 04:50;;0;716;657;0;0;0;1;1;1;0;0;0;;;
2625;24.10.2017 23:10;;;25.10.2017 10:23;25.10.2017 12:04;3;0;02.11.2017 12:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2625;25.10.2017 12:05;;;;25.10.2017 21:06;4;2;02.11.2017 12:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2641;25.10.2017 23:05;;;;27.10.2017 02:00;5;0;09.11.2017 04:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2641;27.10.2017 02:01;28.10.2017 06:02;;;28.10.2017 13:06;9;0;09.11.2017 04:50;TFAB;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
2641;28.10.2017 13:07;28.10.2017 22:08;;;;6;;09.11.2017 04:50;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
2641;;29.10.2017 13:59;29.10.2017 14:57;;;6;;09.11.2017 04:50;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2641;;29.10.2017 22:47;29.10.2017 23:46;;;6;;09.11.2017 04:50;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2641;;30.10.2017 07:07;;;;6;;09.11.2017 04:50;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
2641;;30.10.2017 11:36;30.10.2017 12:23;30.10.2017 19:43;30.10.2017 15:01;2;0;09.11.2017 04:50;;0;205;158;0;0;0;1;1;1;0;0;0;;;
1168;30.10.2017 15:13;;;;30.10.2017 19:05;2;0;01.11.2017 01:40;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1885;30.10.2017 23:17;;;;31.10.2017 19:05;4;2;10.11.2017 02:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1903;31.10.2017 19:10;31.10.2017 20:07;31.10.2017 21:06;31.10.2017 23:36;31.10.2017 22:30;1;0;01.11.2017 01:00;;1;143;84;1;1;1;0;0;0;0;0;0;;;
1885;01.11.2017 03:24;;;;01.11.2017 04:18;5;0;10.11.2017 02:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1885;01.11.2017 04:24;01.11.2017 11:04;02.11.2017 00:03;;01.11.2017 17:14;4;2;10.11.2017 02:15;;0;370;-409;0;0;0;1;1;1;0;0;0;;;
1911;02.11.2017 00:18;;;;02.11.2017 22:00;3;0;03.11.2017 13:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1911;02.11.2017 22:01;02.11.2017 16:36;;;03.11.2017 13:30;1;0;03.11.2017 13:30;;1;1254;INVALID;0;0;0;0;0;0;0;1;0;;;
1196;03.11.2017 15:09;03.11.2017 08:18;03.11.2017 09:17;;;6;;05.11.2017 04:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1196;;03.11.2017 12:37;03.11.2017 13:36;;04.11.2017 01:41;3;1;05.11.2017 04:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1196;04.11.2017 01:42;04.11.2017 01:01;04.11.2017 02:00;;05.11.2017 02:30;1;0;05.11.2017 04:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1935;05.11.2017 05:11;;;05.11.2017 10:20;05.11.2017 12:14;2;2;06.11.2017 19:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3483;05.11.2017 13:10;;;06.11.2017 00:09;05.11.2017 23:15;2;0;11.11.2017 05:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2639;06.11.2017 00:10;07.11.2017 13:04;07.11.2017 14:04;;07.11.2017 17:30;1;1;07.11.2017 17:45;;1;266;206;0;0;0;0;0;0;0;0;0;;;
3489;07.11.2017 23:13;10.11.2017 02:18;;;10.11.2017 04:20;4;0;;Study over;0;122;INVALID;0;0;0;1;0;0;0;0;0;;;
3489;10.11.2017 04:21;10.11.2017 15:03;10.11.2017 15:51;;;6;;;Study over;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3489;;10.11.2017 22:46;;;;6;;;Study over;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
3489;;11.11.2017 02:26;11.11.2017 03:26;;;6;;;Study over;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
3489;;11.11.2017 10:14;;;;6;;;Study over;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
3489;;11.11.2017 12:12;;11.11.2017 15:20;11.11.2017 14:25;8;2;;Study over;0;133;INVALID;0;0;0;1;0;0;0;0;0;;;
3489;;;;12.11.2017 18:21;;8;;;Study over;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1854;29.09.2017 16:18;;;;29.09.2017 17:00;2;;01.10.2017 11:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1792;29.09.2017 18:15;;;29.09.2017 22:55;29.09.2017 20:30;2;;30.09.2017 04:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1854;30.09.2017 09:45;;;;30.09.2017 09:50;2;;01.10.2017 11:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1883;30.09.2017 10:00;;;30.09.2017 19:21;30.09.2017 19:00;2;;06.10.2017 23:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1188;01.10.2017 05:10;01.10.2017 08:05;;;01.10.2017 08:10;2;;03.10.2017 13:10;;0;-4999999995;INVALID;0;0;0;1;0;0;0;0;0;;;
1821;01.10.2017 09:00;01.10.2017 11:58;01.10.2017 13:08;01.10.2017 17:19;01.10.2017 19:00;2;;02.10.2017 00:50;;0;422;352;0;0;0;1;1;1;0;0;0;;;
1188;02.10.2017 06:00;;;;02.10.2017 14:20;2;;03.10.2017 13:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1188;02.10.2017 14:21;;;02.10.2017 15:17;02.10.2017 15:20;2;;03.10.2017 13:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1188;02.10.2017 15:45;03.10.2017 10:44;03.10.2017 11:31;;03.10.2017 12:30;1;2;03.10.2017 13:10;;1;106;59;1;1;1;0;0;0;0;0;0;;;
369;03.10.2017 13:55;03.10.2017 14:45;;;03.10.2017 23:00;3;;05.10.2017 16:50;;0;495;INVALID;0;0;0;1;0;0;0;0;0;;;
369;03.10.2017 23:01;;;;04.10.2017 05:00;4;2;05.10.2017 16:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
108;04.10.2017 05:01;;;;04.10.2017 10:55;2;;09.10.2017 16:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9795;04.10.2017 13:50;;;;05.10.2017 23:00;2;2;06.10.2017 07:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9795;05.10.2017 23:01;06.10.2017 06:23;06.10.2017 07:21;06.10.2017 08:08;06.10.2017 06:30;1;1;06.10.2017 07:30;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
1882;06.10.2017 23:25;;;07.10.2017 14:03;07.10.2017 15:12;2;;09.10.2017 16:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2578;29.09.2017 16:02;;;;29.09.2017 17:00;2;;02.10.2017 02:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2578;29.09.2017 17:01;30.09.2017 09:32;30.09.2017 10:31;30.09.2017 12:29;30.09.2017 23:00;2;;02.10.2017 02:45;;0;808;749;0;0;0;1;1;1;0;0;0;;;
1092;01.10.2017 03:00;01.10.2017 09:21;;01.10.2017 17:53;02.10.2017 04:00;2;;10.10.2017 10:55;;0;1119;INVALID;0;0;0;1;0;0;0;0;0;;;
2579;02.10.2017 04:00;;;02.10.2017 18:22;02.10.2017 17:00;2;;03.10.2017 04:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2558;02.10.2017 19:00;03.10.2017 03:57;;;03.10.2017 12:30;3;;04.10.2017 11:30;;0;513;INVALID;0;0;0;1;0;0;0;0;0;;;
2558;;03.10.2017 12:18;03.10.2017 13:17;;;6;;04.10.2017 11:30;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2558;03.10.2017 12:31;;;;03.10.2017 23:00;3;;04.10.2017 11:30;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2558;03.10.2017 23:01;03.10.2017 23:16;04.10.2017 00:15;;;6;;04.10.2017 11:30;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
2558;;04.10.2017 08:57;;;;6;;04.10.2017 11:30;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
2558;;04.10.2017 10:11;04.10.2017 11:11;04.10.2017 12:34;04.10.2017 11:00;1;;04.10.2017 11:30;;1;49;-1099999999;1;0;0;0;0;0;0;0;0;;;
1092;04.10.2017 13:55;;;04.10.2017 20:57;04.10.2017 20:00;2;;10.10.2017 10:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2576;05.10.2017 00:01;;;;05.10.2017 03:00;4;;07.10.2017 07:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2576;05.10.2017 03:01;;;05.10.2017 17:33;05.10.2017 14:00;2;;07.10.2017 07:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2576;06.10.2017 03:00;;;;06.10.2017 05:00;3;;07.10.2017 07:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2576;06.10.2017 05:01;;;06.10.2017 09:53;06.10.2017 09:00;2;;07.10.2017 07:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2590;06.10.2017 23:00;;;07.10.2017 11:55;07.10.2017 11:00;2;2;11.10.2017 15:15;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1092;07.10.2017 15:44;07.10.2017 16:52;07.10.2017 17:40;07.10.2017 20:05;07.10.2017 19:25;2;1;10.10.2017 10:55;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1092;;;;;07.10.2017 11:00;20;;10.10.2017 10:55;;0;-352;-400;0;0;0;1;1;1;0;0;0;;;
3701;07.10.2017 18:10;;;;07.10.2017 19:05;2;1;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
108;07.10.2017 21:09;08.10.2017 05:51;;08.10.2017 12:29;;6;;09.10.2017 16:00;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
108;;08.10.2017 16:24;08.10.2017 17:23;;08.10.2017 09:00;2;0;09.10.2017 16:00;;0;-444;-503;0;0;0;1;1;1;0;0;0;;;
2572;08.10.2017 15:06;;;08.10.2017 23:09;08.10.2017 22:00;2;1;10.10.2017 08:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
274;09.10.2017 00:15;;;;09.10.2017 13:35;2;;15.10.2017 11:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
274;09.10.2017 14:23;;;09.10.2017 17:29;09.10.2017 16:38;4;2;15.10.2017 11:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
446;09.10.2017 18:21;09.10.2017 21:49;;;10.10.2017 05:16;3;2;12.10.2017 09:15;;0;447;INVALID;0;0;0;1;0;0;0;0;0;;;
446;10.10.2017 05:17;;;;10.10.2017 10:15;4;2;12.10.2017 09:15;;0;-6199999999;-121;0;0;0;1;1;1;0;0;0;;;
1261;10.10.2017 11:16;10.10.2017 11:17;10.10.2017 12:16;;10.10.2017 21:36;3;1;11.10.2017 02:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1261;10.10.2017 21:37;11.10.2017 01:02;11.10.2017 02:01;11.10.2017 11:59;11.10.2017 02:00;1;0;11.10.2017 02:00;;1;58;-0.999999993;1;0;0;0;0;0;0;0;0;;;
3701;11.10.2017 03:18;;;;11.10.2017 11:00;2;1;14.10.2017 12:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1875;11.10.2017 17:15;;;;11.10.2017 20:20;3;1;12.10.2017 02:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1875;11.10.2017 20:21;11.10.2017 11:16;12.10.2017 00:15;;12.10.2017 02:00;1;1;12.10.2017 02:20;;1;884;INVALID;0;0;0;0;0;0;0;1;0;;;
446;12.10.2017 03:16;12.10.2017 03:18;12.10.2017 04:18;;12.10.2017 06:30;1;1;12.10.2017 09:15;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
446;;12.10.2017 07:10;;;;7;;12.10.2017 09:15;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
9065;12.10.2017 08:15;;;;13.10.2017 07:00;3;1;14.10.2017 23:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
9065;13.10.2017 07:01;;;;13.10.2017 10:00;2;0;14.10.2017 23:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
181;13.10.2017 10:12;13.10.2017 19:26;13.10.2017 20:25;13.10.2017 22:22;13.10.2017 21:12;4;2;15.10.2017 12:00;;0;106;47;0;0;0;1;1;1;0;0;0;;;
1237;14.10.2017 02:13;;;;14.10.2017 07:20;3;0;18.10.2017 18:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1237;14.10.2017 07:21;;;;14.10.2017 11:05;2;0;18.10.2017 18:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
181;14.10.2017 11:10;14.10.2017 18:52;;;;6;;15.10.2017 12:00;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
181;;15.10.2017 04:25;15.10.2017 05:24;;;6;;15.10.2017 12:00;;0;INVALID;INVALID;0;0;0;1;1;1;0;0;0;;;
181;;15.10.2017 08:29;15.10.2017 09:28;15.10.2017 14:00;15.10.2017 07:00;1;2;15.10.2017 12:00;;1;-8900000001;#WERT!;0;0;0;0;0;0;0;0;0;;;
9879;15.10.2017 14:10;;;;15.10.2017 14:30;2;0;22.10.2017 09:05;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
1093;15.10.2017 15:00;15.10.2017 16:04;;;15.10.2017 17:20;4;1;15.10.2017 20:10;;0;76;INVALID;0;0;0;1;0;0;0;0;0;;;
1093;15.10.2017 17:21;;15.10.2017 17:15;15.10.2017 19:52;15.10.2017 19:30;1;1;15.10.2017 20:10;;1;INVALID;135;0;0;0;0;0;0;1;0;0;;;
2584;16.10.2017 00:05;;;16.10.2017 01:57;16.10.2017 02:05;2;1;16.10.2017 20:45;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2594;16.10.2017 02:10;17.10.2017 20:13;;18.10.2017 20:07;18.10.2017 12:08;4;2;19.10.2017 06:00;;0;955;INVALID;0;0;0;1;0;0;0;0;0;;;
2594;18.10.2017 12:09;;;;18.10.2017 19:16;3;2;19.10.2017 06:00;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2619;18.10.2017 23:10;;;;19.10.2017 12:03;3;1;21.10.2017 15:50;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
2619;19.10.2017 12:04;19.10.2017 12:07;;;19.10.2017 12:20;3;1;21.10.2017 15:50;;0;13;INVALID;0;0;0;1;0;0;0;0;0;;;
565;19.10.2017 12:20;21.10.2017 21:52;21.10.2017 22:40;22.10.2017 01:40;21.10.2017 21:30;1;1;22.10.2017 00:05;;1;-22;-70;0;0;0;0;0;0;0;0;0;;;
3909;22.10.2017 03:09;23.10.2017 05:55;;;23.10.2017 10:06;5;0;24.10.2017 11:10;;0;251;INVALID;0;0;0;1;0;0;0;0;0;;;
3909;23.10.2017 10:07;;;;23.10.2017 11:08;5;0;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
3909;23.10.2017 11:09;23.10.2017 15:41;;;;6;;24.10.2017 11:10;;0;INVALID;INVALID;0;0;0;1;0;0;0;0;0;;;
3909;;24.10.2017 08:25;24.10.2017 09:24;24.10.2017 11:04;24.10.2017 10:30;1;2;24.10.2017 11:10;;1;125;66;1;1;1;0;0;0;0;0;0;;;
9081;24.10.2017 12:20;;;;24.10.2017 12:45;2;0;26.10.2017 09:20;;0;INVALID;INVALID;0;0;0;0;0;0;0;0;0;;;
