ID;Kuh/Faerse;Gekalbt (ja/nein);Umstallzeit;Echte Geburtszeit;Event (ja/nein);Event Score;SonT;Eventzeit;SoffT;Moocall Score;Alarm (ja/nein);Alarmtyp (HA1/HA2);Alarmzeit
1138;Kuh;ja;2017-10-14 07:35:00;2017-10-14 08:20:00;ja;3;2017-10-10 14:05:00;2017-10-10 21:40:00;;2;nein;;
1138;Kuh;ja;2017-10-14 07:35:00;2017-10-14 08:20:00;ja;4;2017-10-10 21:41:00;2017-10-11 00:20:00;2017-10-11 01:02:00;2;nein;;
1138;Kuh;ja;2017-10-14 07:35:00;2017-10-14 08:20:00;ja;1;2017-10-14 02:17:00;2017-10-14 07:35:00;;2;nein;;
1138;Kuh;ja;2017-10-14 07:35:00;2017-10-14 08:20:00;nein;;;;;;ja;HA1h;2017-10-14 07:46:00
1138;Kuh;ja;2017-10-14 07:35:00;2017-10-14 08:20:00;nein;;;;;;ja;HA2h;2017-10-14 08:46:00
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;2;2017-10-06 01:00:00;2017-10-06 09:00:00;;;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;2;2017-10-07 18:10:00;2017-10-07 19:05:00;;1;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;2;2017-10-08 05:00:00;2017-10-08 09:00:00;2017-10-08 11:25:00;0;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;2;2017-10-08 18:15:00;2017-10-08 19:16:00;;0;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;2;2017-10-09 07:55:00;2017-10-09 09:25:00;;;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;3;2017-10-09 10:20:00;2017-10-09 16:35:00;;;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;2;2017-10-09 16:40:00;2017-10-09 18:25:00;;1;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;3;2017-10-10 13:22:00;2017-10-10 21:25:00;;1;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;2;2017-10-11 03:18:00;2017-10-11 11:00:00;;1;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;3;2017-10-11 23:28:00;2017-10-12 12:00:00;;1;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;ja;1;2017-10-12 12:01:00;2017-10-14 09:30:00;;0;nein;;
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;nein;;;;;;ja;HA1h;2017-10-13 18:36:00
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;nein;;;;;;ja;HA1h;2017-10-14 00:38:00
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;nein;;;;;;ja;HA1h;2017-10-14 05:29:00
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;nein;;;;;;ja;HA1h;2017-10-11 11:16:00
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;nein;;;;;;ja;HA2h;2017-10-13 19:35:00
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;nein;;;;;;ja;HA2h;2017-10-14 03:22:00
3701;Kuh;ja;2017-10-14 09:30:00;2017-10-14 12:00:00;nein;;;;;;ja;HA2h;2017-10-14 06:41:00
9847;Kuh;nein;;;ja;3;2017-10-06 23:25:00;2017-10-07 00:20:00;;;nein;;
9847;Kuh;nein;;;ja;4;2017-10-07 00:21:00;2017-10-08 05:00:00;;2;nein;;
9847;Kuh;nein;;;ja;4;2017-10-08 05:05:00;2017-10-08 18:08:00;;2;nein;;
1145;Kuh;nein;;;ja;2;2017-10-01 10:30:00;2017-10-01 18:00:00;2017-10-01 17:32:00;;nein;;
1145;Kuh;nein;;;ja;2;2017-10-02 02:30:00;2017-10-02 15:05:00;;;nein;;
1145;Kuh;nein;;;ja;3;2017-10-02 15:12:00;2017-10-02 20:10:00;;2;nein;;
1145;Kuh;nein;;;ja;3;2017-10-02 20:10:00;2017-10-02 21:14:00;;2;nein;;
1145;Kuh;nein;;;ja;3;2017-10-04 10:12:00;2017-10-04 23:00:00;;;nein;;
1145;Kuh;nein;;;ja;5;2017-10-04 23:01:00;2017-10-05 05:00:00;2017-10-05 06:46:00;2;nein;;
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-04 09:18:00
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-04 11:34:00
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-04 22:15:00
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-05 03:57:00
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-01 12:53:00
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-02 07:00:00
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-02 15:25:00
1145;Kuh;nein;;;nein;;;;;;ja;HA1h;2017-10-02 20:27:00
1145;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-05 04:56:00
1145;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-01 13:42:00
1145;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-02 07:59:00
1145;Kuh;nein;;;nein;;;;;;ja;HA2h;2017-10-02 16:24:00
9853;Kuh;nein;;;ja;2;2017-10-13 07:30:00;2017-10-13 11:00:00;;0;nein;;
9853;Kuh;nein;;;ja;4;2017-10-14 10:15:00;2017-10-15 12:21:00;;2;nein;;
2581;Faerse;ja;2017-10-10 12:40:00;2017-10-10 12:50:00;ja;1;2017-10-09 21:08:00;2017-10-10 12:40:00;;;nein;;
2581;Faerse;ja;2017-10-10 12:40:00;2017-10-10 12:50:00;nein;;;;;;ja;HA1h;2017-10-10 08:21:00
2581;Faerse;ja;2017-10-10 12:40:00;2017-10-10 12:50:00;nein;;;;;;ja;HA1h;2017-10-10 12:28:00
2581;Faerse;ja;2017-10-10 12:40:00;2017-10-10 12:50:00;nein;;;;;;ja;HA2h;2017-10-10 09:21:00
2581;Faerse;ja;2017-10-10 12:40:00;2017-10-10 12:50:00;nein;;;;;;ja;HA2h;2017-10-10 13:51:00
1302;Kuh;ja;2017-10-21 15:30:00;2017-10-21 16:00:00;ja;2;2017-10-19 00:15:00;2017-10-21 01:19:00;;1;nein;;
1302;Kuh;ja;2017-10-21 15:30:00;2017-10-21 16:00:00;ja;1;2017-10-21 01:20:00;2017-10-21 15:30:00;;1;nein;;
1302;Kuh;ja;2017-10-21 15:30:00;2017-10-21 16:00:00;nein;;;;;;ja;HA1h;2017-10-21 12:47:00
1302;Kuh;ja;2017-10-21 15:30:00;2017-10-21 16:00:00;nein;;;;;;ja;HA2h;2017-10-21 13:47:00
1164;Kuh;ja;2017-10-18 16:30:00;2017-10-18 16:15:00;ja;3;2017-10-18 01:15:00;2017-10-18 12:17:00;;1;nein;;
1164;Kuh;ja;2017-10-18 16:30:00;2017-10-18 16:15:00;ja;1;2017-10-18 12:18:00;2017-10-18 16:30:00;2017-10-18 18:26:00;1;nein;;
1164;Kuh;ja;2017-10-18 16:30:00;2017-10-18 16:15:00;nein;;;;;;ja;HA1h;2017-10-18 13:03:00
1164;Kuh;ja;2017-10-18 16:30:00;2017-10-18 16:15:00;nein;;;;;;ja;HA2h;2017-10-18 14:02:00
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;ja;5;2017-10-16 23:15:00;2017-10-17 02:12:00;;0;nein;;
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;ja;2;2017-10-17 02:13:00;2017-10-17 08:30:00;;1;nein;;
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;ja;2;2017-10-18 00:07:00;2017-10-18 01:10:00;;0;nein;;
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;ja;2;2017-10-18 11:20:00;2017-10-18 15:21:00;;0;nein;;
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;ja;2;2017-10-21 05:12:00;2017-10-21 06:13:00;;0;nein;;
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;ja;1;2017-10-21 06:23:00;2017-10-21 09:00:00;2017-10-21 10:58:00;0;nein;;
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;nein;;;;;;ja;HA1h;2017-10-17 08:45:00
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;nein;;;;;;ja;HA1h;2017-10-21 07:40:00
141;Kuh;ja;2017-10-21 09:00:00;2017-10-21 10:15:00;nein;;;;;;ja;HA2h;2017-10-21 08:40:00
9870;Kuh;ja;2017-10-21 21:30:00;2017-10-21 22:15:00;ja;1;2017-10-21 15:20:00;2017-10-21 21:30:00;;1;nein;;
9870;Kuh;ja;2017-10-21 21:30:00;2017-10-21 22:15:00;nein;;;;;;ja;HA1h;2017-10-21 19:31:00
9870;Kuh;ja;2017-10-21 21:30:00;2017-10-21 22:15:00;nein;;;;;;ja;HA2h;2017-10-21 20:31:00
1897;Kuh;ja;2017-10-17 22:30:00;2017-10-17 23:40:00;ja;3;2017-10-17 00:15:00;2017-10-17 12:09:00;;1;nein;;
1897;Kuh;ja;2017-10-17 22:30:00;2017-10-17 23:40:00;ja;1;2017-10-17 12:09:00;2017-10-17 22:30:00;2017-10-18 01:15:00;1;nein;;
1897;Kuh;ja;2017-10-17 22:30:00;2017-10-17 23:40:00;nein;;;;;;ja;HA1h;2017-10-17 22:35:00
1897;Kuh;ja;2017-10-17 22:30:00;2017-10-17 23:40:00;nein;;;;;;ja;HA2h;2017-10-17 23:34:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;ja;2;2017-10-26 02:21:00;2017-10-26 03:12:00;;0;nein;;
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;ja;2;2017-10-29 15:34:00;2017-10-30 00:11:00;;0;nein;;
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;ja;2;2017-10-30 01:15:00;2017-10-30 03:30:00;;0;nein;;
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;ja;2;2017-10-30 04:12:00;2017-10-30 13:14:00;2017-10-30 13:18:00;1;nein;;
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;ja;2;2017-10-30 15:13:00;2017-10-30 19:05:00;;0;nein;;
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;ja;2;2017-10-30 23:12:00;2017-10-31 11:09:00;2017-10-31 12:06:00;0;nein;;
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;ja;1;2017-10-31 15:15:00;2017-10-31 19:40:00;;2;nein;;
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA1h;2017-10-30 04:18:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA1h;2017-10-30 10:58:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA1h;2017-10-31 00:30:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA1h;2017-10-31 09:19:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA1h;2017-10-31 16:49:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA2h;2017-10-30 05:18:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA2h;2017-10-30 12:10:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA2h;2017-10-31 01:30:00
1168;Kuh;ja;2017-10-31 19:40:00;2017-11-01 01:40:00;nein;;;;;;ja;HA2h;2017-10-31 17:49:00
2545;Faerse;ja;2017-09-30 20:30:00;2017-09-30 23:15:00;ja;2;2017-09-29 16:10:00;2017-09-29 16:30:00;;;nein;;
2545;Faerse;ja;2017-09-30 20:30:00;2017-09-30 23:15:00;ja;2;2017-09-29 17:10:00;2017-09-30 09:00:00;;;nein;;
2545;Faerse;ja;2017-09-30 20:30:00;2017-09-30 23:15:00;ja;1;2017-09-30 09:40:00;2017-09-30 20:30:00;;;nein;;
2545;Faerse;ja;2017-09-30 20:30:00;2017-09-30 23:15:00;nein;;;;;;ja;HA1h;2017-09-30 20:01:00
2545;Faerse;ja;2017-09-30 20:30:00;2017-09-30 23:15:00;nein;;;;;;ja;HA2h;2017-09-30 21:00:00
1175;Kuh;ja;2017-11-01 19:30:00;2017-11-01 20:00:00;ja;2;2017-10-25 02:22:00;2017-10-25 09:30:00;;0;nein;;
1175;Kuh;ja;2017-11-01 19:30:00;2017-11-01 20:00:00;ja;4;2017-10-25 23:15:00;2017-10-26 06:06:00;;2;nein;;
1175;Kuh;ja;2017-11-01 19:30:00;2017-11-01 20:00:00;ja;2;2017-10-27 15:16:00;2017-10-27 16:21:00;;0;nein;;
1175;Kuh;ja;2017-11-01 19:30:00;2017-11-01 20:00:00;ja;2;2017-10-30 04:14:00;2017-10-31 00:15:00;;0;nein;;
1175;Kuh;ja;2017-11-01 19:30:00;2017-11-01 20:00:00;ja;3;2017-10-31 04:12:00;2017-11-01 12:07:00;;0;nein;;
1175;Kuh;ja;2017-11-01 19:30:00;2017-11-01 20:00:00;ja;1;2017-11-01 12:08:00;2017-11-01 19:30:00;;1;nein;;
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;ja;4;2017-12-15 13:55:00;2017-12-15 22:00:00;;2;nein;;
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;ja;4;2017-12-15 22:01:00;2017-12-16 07:03:00;;1;nein;;
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;ja;4;2017-12-16 07:04:00;2017-12-16 10:05:00;;1;nein;;
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;ja;4;2017-12-16 10:06:00;2017-12-16 17:03:00;;1;nein;;
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;ja;4;2017-12-16 17:04:00;2017-12-16 22:00:00;;1;nein;;
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;ja;1;2017-12-16 22:01:00;2017-12-16 23:30:00;;1;nein;;
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;nein;;;;;;ja;HA1h;2017-12-16 10:05:00
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;nein;;;;;;ja;HA1h;2017-12-16 21:31:00
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;nein;;;;;;ja;HA2h;2017-12-16 11:05:00
2712;Faerse;ja;2017-12-16 23:30:00;2017-12-17 01:50:00;nein;;;;;;ja;HA2h;2017-12-16 22:31:00
668;Kuh;ja;2017-10-04 17:30:00;2017-10-04 18:20:00;ja;2;2017-09-29 16:25:00;2017-09-29 17:00:00;;;nein;;
668;Kuh;ja;2017-10-04 17:30:00;2017-10-04 18:20:00;ja;4;2017-09-29 18:26:00;2017-10-01 10:00:00;;;nein;;
668;Kuh;ja;2017-10-04 17:30:00;2017-10-04 18:20:00;ja;3;2017-10-03 13:55:00;2017-10-04 00:00:00;;3;nein;;
668;Kuh;ja;2017-10-04 17:30:00;2017-10-04 18:20:00;ja;3;2017-10-04 00:01:00;2017-10-04 05:00:00;;;nein;;
668;Kuh;ja;2017-10-04 17:30:00;2017-10-04 18:20:00;ja;1;2017-10-04 05:01:00;2017-10-04 17:30:00;;;nein;;
1181;Kuh;ja;2017-10-23 18:00:00;2017-10-23 20:45:00;ja;4;2017-10-22 16:10:00;2017-10-22 23:20:00;;2;nein;;
1181;Kuh;ja;2017-10-23 18:00:00;2017-10-23 20:45:00;ja;1;2017-10-23 07:10:00;2017-10-23 18:00:00;2017-10-23 19:26:00;0;nein;;
1181;Kuh;ja;2017-10-23 18:00:00;2017-10-23 20:45:00;nein;;;;;;ja;HA1h;2017-10-23 17:01:00
1181;Kuh;ja;2017-10-23 18:00:00;2017-10-23 20:45:00;nein;;;;;;ja;HA2h;2017-10-23 18:01:00
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;2;2017-10-01 01:20:00;2017-10-01 10:00:00;;;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;3;2017-10-02 01:00:00;2017-10-02 04:00:00;;;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;3;2017-10-02 04:01:00;2017-10-02 11:00:00;;;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;3;2017-10-02 11:01:00;2017-10-02 19:00:00;;2;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;2;2017-10-02 19:01:00;2017-10-03 11:17:00;2017-10-03 13:40:00;;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;3;2017-10-04 01:00:00;2017-10-04 03:00:00;;;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;4;2017-10-04 03:01:00;2017-10-04 06:00:00;;;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;ja;1;2017-10-04 06:01:00;2017-10-05 01:30:00;2017-10-05 02:14:00;0;nein;;
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;nein;;;;;;ja;HA1h;2017-10-03 10:15:00
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;nein;;;;;;ja;HA1h;2017-10-03 12:48:00
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;nein;;;;;;ja;HA1h;2017-10-04 01:10:00
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;nein;;;;;;ja;HA1h;2017-10-04 04:47:00
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;nein;;;;;;ja;HA1h;2017-10-04 22:55:00
1183;Kuh;ja;2017-10-05 01:30:00;2017-10-05 04:30:00;nein;;;;;;ja;HA2h;2017-10-04 23:55:00
9896;Kuh;nein;;;ja;4;2017-12-20 21:24:00;2017-12-21 02:07:00;;1;nein;;
9896;Kuh;nein;;;ja;4;2017-12-21 02:08:00;2017-12-21 04:04:00;;1;nein;;
9896;Kuh;nein;;;ja;3;2017-12-21 04:05:00;2017-12-21 09:06:00;;2;nein;;
9896;Kuh;nein;;;ja;3;2017-12-21 09:07:00;2017-12-21 10:11:00;;2;nein;;
5794;Kuh;ja;2017-12-20 08:30:00;2017-12-20 13:55:00;ja;3;2017-12-16 13:23:00;2017-12-16 19:16:00;;1;nein;;
5794;Kuh;ja;2017-12-20 08:30:00;2017-12-20 13:55:00;ja;3;2017-12-16 19:17:00;2017-12-17 03:05:00;;1;nein;;
5794;Kuh;ja;2017-12-20 08:30:00;2017-12-20 13:55:00;ja;2;2017-12-17 03:06:00;2017-12-18 12:03:00;;1;nein;;
5794;Kuh;ja;2017-12-20 08:30:00;2017-12-20 13:55:00;ja;3;2017-12-18 12:04:00;2017-12-19 19:06:00;;1;nein;;
5794;Kuh;ja;2017-12-20 08:30:00;2017-12-20 13:55:00;ja;1;2017-12-19 19:07:00;2017-12-20 08:30:00;;0;nein;;
5794;Kuh;ja;2017-12-20 08:30:00;2017-12-20 13:55:00;nein;;;;;;ja;HA1h;2017-12-20 09:45:00
1188;Kuh;ja;2017-10-03 12:30:00;2017-10-03 13:10:00;ja;2;2017-10-01 05:10:00;2017-10-01 08:10:00;;;nein;;
1188;Kuh;ja;2017-10-03 12:30:00;2017-10-03 13:10:00;ja;2;2017-10-02 06:00:00;2017-10-02 14:20:00;;;nein;;
1188;Kuh;ja;2017-10-03 12:30:00;2017-10-03 13:10:00;ja;2;2017-10-02 14:21:00;2017-10-02 15:20:00;2017-10-02 15:17:00;;nein;;
1188;Kuh;ja;2017-10-03 12:30:00;2017-10-03 13:10:00;ja;1;2017-10-02 15:45:00;2017-10-03 12:30:00;;2;nein;;
1188;Kuh;ja;2017-10-03 12:30:00;2017-10-03 13:10:00;nein;;;;;;ja;HA1h;2017-10-01 08:05:00
1188;Kuh;ja;2017-10-03 12:30:00;2017-10-03 13:10:00;nein;;;;;;ja;HA1h;2017-10-03 10:44:00
1188;Kuh;ja;2017-10-03 12:30:00;2017-10-03 13:10:00;nein;;;;;;ja;HA2h;2017-10-03 11:31:00
9381;Kuh;ja;2017-12-20 14:30:00;2017-12-20 18:10:00;ja;1;2017-12-20 09:24:00;2017-12-20 14:30:00;;0;nein;;
9381;Kuh;ja;2017-12-20 14:30:00;2017-12-20 18:10:00;nein;;;;;;ja;HA1h;2017-12-20 14:39:00
9381;Kuh;ja;2017-12-20 14:30:00;2017-12-20 18:10:00;nein;;;;;;ja;HA2h;2017-12-20 15:39:00
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;ja;2;2017-10-07 18:29:00;2017-10-07 20:00:00;;0;nein;;
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;ja;2;2017-10-08 03:00:00;2017-10-08 10:00:00;2017-10-08 11:26:00;0;nein;;
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;ja;2;2017-10-08 15:13:00;2017-10-08 17:00:00;;1;nein;;
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;ja;2;2017-10-09 07:44:00;2017-10-09 12:45:00;2017-10-09 14:04:00;0;nein;;
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;ja;1;2017-10-09 13:12:00;2017-10-09 23:30:00;2017-10-10 01:42:00;2;nein;;
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;nein;;;;;;ja;HA1h;2017-10-08 04:24:00
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;nein;;;;;;ja;HA1h;2017-10-08 09:42:00
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;nein;;;;;;ja;HA1h;2017-10-09 14:57:00
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;nein;;;;;;ja;HA1h;2017-10-09 20:40:00
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;nein;;;;;;ja;HA1h;2017-10-09 22:36:00
8872;Kuh;ja;2017-10-09 23:30:00;2017-10-10 00:40:00;nein;;;;;;ja;HA2h;2017-10-09 23:36:00
1052;Kuh;ja;2017-10-04 09:30:00;2017-10-04 13:30:00;ja;2;2017-09-30 08:30:00;2017-10-01 18:00:00;;;nein;;
1052;Kuh;ja;2017-10-04 09:30:00;2017-10-04 13:30:00;ja;9;2017-10-01 18:30:00;2017-10-04 09:15:00;;0;nein;;
1052;Kuh;ja;2017-10-04 09:30:00;2017-10-04 13:30:00;ja;1;2017-10-04 09:16:00;2017-10-04 09:30:00;;2;nein;;
1195;Kuh;ja;2017-12-20 17:30:00;2017-12-20 20:10:00;ja;1;2017-12-20 16:13:00;2017-12-20 17:30:00;;0;nein;;
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;ja;4;2017-11-02 07:22:00;2017-11-03 11:16:00;;2;nein;;
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;ja;3;2017-11-03 15:09:00;2017-11-04 01:41:00;;1;nein;;
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;ja;1;2017-11-04 01:42:00;2017-11-05 02:30:00;;0;nein;;
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA1h;2017-11-03 08:18:00
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA1h;2017-11-03 12:37:00
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA1h;2017-11-04 01:01:00
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA1h;2017-11-02 08:19:00
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA2h;2017-11-03 09:17:00
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA2h;2017-11-03 13:36:00
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA2h;2017-11-04 02:00:00
1196;Kuh;ja;2017-11-05 02:30:00;2017-11-05 04:00:00;nein;;;;;;ja;HA2h;2017-11-02 09:19:00
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;2;2017-12-15 14:40:00;2017-12-15 16:17:00;2017-12-15 17:39:00;1;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;2;2017-12-15 16:18:00;2017-12-15 17:12:00;2017-12-16 00:03:00;1;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;3;2017-12-15 17:13:00;2017-12-15 23:07:00;;1;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;2;2017-12-16 02:09:00;2017-12-16 14:16:00;;0;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;3;2017-12-16 14:17:00;2017-12-16 17:12:00;;0;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;3;2017-12-16 17:13:00;2017-12-16 18:06:00;;0;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;4;2017-12-16 18:07:00;2017-12-17 00:08:00;;1;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;3;2017-12-17 00:09:00;2017-12-17 22:04:00;;1;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;3;2017-12-17 22:05:00;2017-12-19 00:05:00;;1;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;9;2017-12-19 00:06:00;2017-12-19 13:13:00;;0;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;ja;1;2017-12-19 13:14:00;2017-12-19 18:30:00;;1;nein;;
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;nein;;;;;;ja;HA1h;2017-12-18 02:12:00
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;nein;;;;;;ja;HA1h;2017-12-19 19:19:00
1366;Kuh;ja;2017-12-19 18:30:00;2017-12-19 22:25:00;nein;;;;;;ja;HA2h;2017-12-19 19:26:00
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;4;2017-12-17 01:05:00;2017-12-17 06:02:00;;1;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;3;2017-12-17 06:03:00;2017-12-17 09:03:00;;1;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;4;2017-12-17 09:04:00;2017-12-17 12:04:00;;2;nein;;
2737;Faerse;ja;2017-12-21 12:38:00;2017-12-21 13:05:00;ja;4;2017-12-17 12:05:00;2017-12-17 13:07:00;;2;nein;;
