Cow-ID,SonT,HA 1h,HA 2h,SoffT,Event,Event-Score,Moocall-Score,Date/Time of Parturition,Kommentar
1899,,17.10.2017 13:42,17.10.2017 15:05,17.10.2017 15:34,17.10.2017 15:00,1,0,17.10.2017 15:00,
141,18.10.2017 00:07,,,,18.10.2017 01:10,2,0,21.10.2017 10:15,
565,18.10.2017 01:20,18.10.2017 01:18,,,18.10.2017 13:00,2,0,22.10.2017 00:05,
565,18.10.2017 13:01,,,,19.10.2017 06:02,4,1,22.10.2017 00:05,
3620,19.10.2017 06:05,,,,19.10.2017 09:14,4,2,24.10.2017 15:15,
3909,19.10.2017 09:15,,,20.10.2017 20:30,20.10.2017 19:25,3,1,24.10.2017 11:10,
976,21.10.2017 00:23,,,,21.10.2017 14:15,2,0,27.10.2017 09:30,
2611,21.10.2017 15:10,21.10.2017 16:25,,,21.10.2017 17:05,3,1,24.10.2017 05:15,
2611,21.10.2017 17:06,21.10.2017 21:26,,,21.10.2017 19:07,2,0,24.10.2017 05:15,
2600,21.10.2017 19:10,,,22.10.2017 12:57,22.10.2017 12:12,3,0,23.10.2017 05:28,
2641,22.10.2017 15:05,22.10.2017 19:48,,,22.10.2017 23:10,4,2,09.11.2017 04:50,
2601,22.10.2017 23:11,,,,23.10.2017 03:16,3,1,23.10.2017 16:45,
2601,23.10.2017 03:17,23.10.2017 03:16,,,,6,,23.10.2017 16:45,
2601,,23.10.2017 05:32,,,23.10.2017 12:05,2,0,23.10.2017 16:45,
2601,23.10.2017 12:06,23.10.2017 13:01,23.10.2017 14:01,,23.10.2017 14:30,1,0,23.10.2017 16:45,
3620,23.10.2017 15:22,,,,24.10.2017 00:30,5,0,24.10.2017 15:15,
3620,24.10.2017 01:08,24.10.2017 11:52,24.10.2017 12:52,,24.10.2017 13:30,1,1,24.10.2017 15:15,
3632,24.10.2017 15:06,,,,24.10.2017 23:15,4,2,25.10.2017 23:35,
194,24.10.2017 23:17,25.10.2017 03:14,,25.10.2017 04:59,25.10.2017 04:10,2,0,27.10.2017 02:00,
2641,25.10.2017 05:07,,,,25.10.2017 09:01,2,0,09.11.2017 04:50,
2641,25.10.2017 09:02,25.10.2017 09:53,25.10.2017 10:53,,25.10.2017 13:02,4,2,09.11.2017 04:50,
2621,25.10.2017 13:07,,,,26.10.2017 09:08,5,0,31.10.2017 23:45,
2621,26.10.2017 09:09,,,,27.10.2017 01:00,5,0,31.10.2017 23:45,
2621,27.10.2017 01:01,,,,28.10.2017 15:10,4,2,31.10.2017 23:45,
1931,28.10.2017 15:16,,,,29.10.2017 12:02,9,0,05.11.2017 23:21,TFAB
1931,29.10.2017 12:03,,,,30.10.2017 04:07,4,2,05.11.2017 23:21,
1175,30.10.2017 04:14,,,,31.10.2017 00:15,2,0,01.11.2017 20:00,
3489,31.10.2017 00:22,,,,01.11.2017 02:05,4,2,,Study over
3591,01.11.2017 02:20,01.11.2017 05:27,01.11.2017 06:27,,,6,,01.11.2017 13:00,
3591,,01.11.2017 09:24,01.11.2017 10:13,01.11.2017 12:06,01.11.2017 11:30,1,0,01.11.2017 13:00,
7553,01.11.2017 13:25,,,,03.11.2017 03:38,4,1,08.11.2017 20:20,
3489,03.11.2017 03:42,06.11.2017 02:44,06.11.2017 03:44,,,6,,,Study over
3489,,06.11.2017 10:19,,,,6,,,
3489,,06.11.2017 14:37,06.11.2017 15:37,,06.11.2017 23:02,4,4,,Study over
1934,06.11.2017 23:03,06.11.2017 23:11,,,07.11.2017 00:30,1,0,07.11.2017 01:35,
2658,07.11.2017 00:33,07.11.2017 00:34,07.11.2017 01:34,,07.11.2017 07:10,3,2,09.11.2017 14:15,
2658,07.11.2017 07:11,07.11.2017 11:07,,,08.11.2017 11:25,4,2,09.11.2017 14:15,
2658,08.11.2017 12:07,,,,08.11.2017 13:25,4,2,09.11.2017 14:15,
2658,08.11.2017 13:26,08.11.2017 15:01,08.11.2017 16:01,,08.11.2017 15:06,4,2,09.11.2017 14:15,
2636,08.11.2017 15:20,,,08.11.2017 20:08,08.11.2017 16:30,1,0,08.11.2017 18:40,
2641,08.11.2017 23:16,09.11.2017 01:41,09.11.2017 02:41,,09.11.2017 04:30,1,0,09.11.2017 04:50,
8935,09.11.2017 05:25,,,,11.11.2017 00:26,3,0,,Study over
8935,11.11.2017 00:27,,,,11.11.2017 02:10,4,1,,Study over
97,11.11.2017 02:20,11.11.2017 03:40,11.11.2017 04:40,11.11.2017 07:11,11.11.2017 06:30,1,1,11.11.2017 08:00,
398,29.09.2017 16:32,,,,29.09.2017 17:00,2,,03.10.2017 06:50,
921,29.09.2017 18:25,,,,01.10.2017 03:00,4,,08.10.2017 00:50,
1145,02.10.2017 02:30,02.10.2017 07:00,02.10.2017 07:59,,02.10.2017 15:05,2,,07.10.2017 08:00,
1145,02.10.2017 15:12,02.10.2017 15:25,02.10.2017 16:24,,02.10.2017 20:10,3,2,07.10.2017 08:00,
1145,02.10.2017 20:10,02.10.2017 20:27,,,02.10.2017 21:14,3,2,07.10.2017 08:00,
9745,02.10.2017 21:20,03.10.2017 01:40,03.10.2017 02:28,03.10.2017 05:19,03.10.2017 03:30,1,0,03.10.2017 04:05,
5,03.10.2017 08:20,,,,03.10.2017 09:23,3,,03.10.2017 22:55,
1092,03.10.2017 09:26,,,03.10.2017 13:38,03.10.2017 10:20,2,,10.10.2017 10:55,
5,03.10.2017 13:55,,,03.10.2017 15:17,03.10.2017 17:00,2,,03.10.2017 22:55,
2577,03.10.2017 23:00,,,,03.10.2017 23:59,2,,07.10.2017 19:00,
2576,03.10.2017 23:59,,,,04.10.2017 01:00,2,,07.10.2017 07:55,
514,04.10.2017 01:00,04.10.2017 01:20,,,04.10.2017 06:00,5,,05.10.2017 19:35,
514,04.10.2017 06:01,,,,04.10.2017 11:14,3,,05.10.2017 19:35,
514,04.10.2017 11:15,04.10.2017 13:54,,,04.10.2017 23:00,2,,05.10.2017 19:35,
514,04.10.2017 23:01,05.10.2017 14:07,05.10.2017 15:17,05.10.2017 15:29,05.10.2017 15:00,2,,05.10.2017 19:35,
2576,05.10.2017 16:00,,,05.10.2017 19:22,05.10.2017 18:45,2,,07.10.2017 07:55,
2572,05.10.2017 23:00,,,,06.10.2017 05:00,4,2,10.10.2017 08:00,
2577,06.10.2017 05:00,,,06.10.2017 10:15,06.10.2017 12:00,2,,07.10.2017 19:00,
1145,06.10.2017 23:20,07.10.2017 01:33,07.10.2017 02:32,,,6,,07.10.2017 08:00,
1145,,07.10.2017 05:30,07.10.2017 06:29,07.10.2017 06:53,,?,,07.10.2017 08:00,
3569,07.10.2017 08:20,,,,07.10.2017 16:00,1,,07.10.2017 17:30,
3493,07.10.2017 18:27,08.10.2017 04:05,08.10.2017 05:04,,,6,,08.10.2017 18:35,
3493,,08.10.2017 15:30,08.10.2017 16:30,08.10.2017 19:35,,1,2,08.10.2017 18:35,
1320,08.10.2017 19:56,09.10.2017 06:24,,,,6,,10.10.2017 00:10,
1320,,09.10.2017 20:30,,,,6,,10.10.2017 00:10,
1320,,09.10.2017 22:01,09.10.2017 23:01,10.10.2017 01:39,09.10.2017 23:30,1,,10.10.2017 00:10,
274,10.10.2017 02:10,,,,10.10.2017 13:09,4,2,15.10.2017 11:05,
1899,10.10.2017 13:14,10.10.2017 21:26,10.10.2017 22:25,,10.10.2017 21:32,3,2,17.10.2017 15:00,
1899,10.10.2017 21:33,,,,10.10.2017 22:15,2,0,17.10.2017 15:00,
446,10.10.2017 22:19,,,,11.10.2017 11:36,3,1,12.10.2017 09:15,
446,11.10.2017 11:37,,,,11.10.2017 16:15,3,2,12.10.2017 09:15,
446,11.10.2017 16:16,,,,11.10.2017 23:25,4,2,12.10.2017 09:15,
3701,11.10.2017 23:28,,,,12.10.2017 12:00,3,1,14.10.2017 12:00,
3701,12.10.2017 12:01,13.10.2017 18:36,13.10.2017 19:35,,,6,,14.10.2017 12:00,
3701,,14.10.2017 00:38,14.10.2017 03:22,,,6,,14.10.2017 12:00,
3701,,14.10.2017 05:29,14.10.2017 06:41,,14.10.2017 09:30,1,0,14.10.2017 12:00,
3701,,14.10.2017 10:15,14.10.2017 10:51,14.10.2017 13:02,,7,,14.10.2017 12:00,
1104,14.10.2017 13:25,14.10.2017 14:55,14.10.2017 15:54,,,6,,16.10.2017 17:35,
1104,,15.10.2017 06:50,15.10.2017 07:49,,15.10.2017 11:10,2,1,16.10.2017 17:35,
3509,15.10.2017 12:16,,,,15.10.2017 13:15,2,0,16.10.2017 15:20,
366,15.10.2017 13:20,,,,16.10.2017 00:10,3,1,21.10.2017 05:15,
366,16.10.2017 00:11,,,,16.10.2017 05:00,3,1,21.10.2017 05:15,
366,16.10.2017 05:01,,,16.10.2017 13:00,16.10.2017 10:15,2,0,21.10.2017 05:15,
366,16.10.2017 10:16,,,,16.10.2017 11:13,4,2,21.10.2017 05:15,
3509,16.10.2017 11:14,,,,16.10.2017 12:30,2,0,16.10.2017 15:20,
9879,16.10.2017 13:11,,,16.10.2017 15:11,16.10.2017 14:08,2,0,22.10.2017 09:05,
1897,17.10.2017 00:15,,,,17.10.2017 12:09,3,1,17.10.2017 23:40,
1897,17.10.2017 12:09,17.10.2017 22:35,17.10.2017 23:34,18.10.2017 01:15,17.10.2017 22:30,1,1,17.10.2017 23:40,
1164,18.10.2017 01:15,,,,18.10.2017 12:17,3,1,18.10.2017 16:15,
1164,18.10.2017 12:18,18.10.2017 13:03,18.10.2017 14:02,18.10.2017 18:26,18.10.2017 16:30,1,1,18.10.2017 16:15,
2630,18.10.2017 23:15,,,,19.10.2017 01:02,5,0,21.10.2017 09:45,
2630,19.10.2017 01:03,,,,19.10.2017 03:04,5,0,21.10.2017 09:45,
2630,19.10.2017 04:01,,,19.10.2017 12:07,19.10.2017 11:30,2,1,21.10.2017 09:45,
2630,19.10.2017 13:00,,,20.10.2017 14:02,20.10.2017 13:00,2,0,21.10.2017 09:45,
2617,21.10.2017 01:08,21.10.2017 16:58,,,21.10.2017 17:06,2,0,23.10.2017 04:25,
2617,21.10.2017 17:15,,21.10.2017 17:25,22.10.2017 12:44,22.10.2017 02:08,4,2,23.10.2017 04:25,
2611,22.10.2017 02:10,,,,22.10.2017 03:00,2,0,24.10.2017 05:15,
2611,22.10.2017 03:01,,,,22.10.2017 11:30,2,0,24.10.2017 05:15,
2621,22.10.2017 15:07,,,,23.10.2017 01:09,4,2,31.10.2017 23:45,
2611,23.10.2017 01:10,,,,23.10.2017 09:07,2,1,24.10.2017 05:15,
2644,23.10.2017 09:12,,,,24.10.2017 00:02,4,2,02.11.2017 12:25,
2641,24.10.2017 00:05,24.10.2017 11:13,24.10.2017 12:12,,24.10.2017 23:09,4,2,09.11.2017 04:50,
2625,24.10.2017 23:10,,,25.10.2017 10:23,25.10.2017 12:04,3,0,02.11.2017 12:55,
2625,25.10.2017 12:05,,,,25.10.2017 21:06,4,2,02.11.2017 12:55,
2641,25.10.2017 23:05,,,,27.10.2017 02:00,5,0,09.11.2017 04:50,
2641,27.10.2017 02:01,28.10.2017 06:02,,,28.10.2017 13:06,9,0,09.11.2017 04:50,TFAB
2641,28.10.2017 13:07,28.10.2017 22:08,,,,6,,09.11.2017 04:50,
2641,,29.10.2017 13:59,29.10.2017 14:57,,,6,,09.11.2017 04:50,
2641,,29.10.2017 22:47,29.10.2017 23:46,,,6,,09.11.2017 04:50,
2641,,30.10.2017 07:07,,,,6,,09.11.2017 04:50,
2641,,30.10.2017 11:36,30.10.2017 12:23,30.10.2017 19:43,30.10.2017 15:01,2,0,09.11.2017 04:50,
1168,30.10.2017 15:13,,,,30.10.2017 19:05,2,0,01.11.2017 01:40,
1885,30.10.2017 23:17,,,,31.10.2017 19:05,4,2,10.11.2017 02:15,
1903,31.10.2017 19:10,31.10.2017 20:07,31.10.2017 21:06,31.10.2017 23:36,31.10.2017 22:30,1,0,01.11.2017 01:00,
1885,01.11.2017 03:24,,,,01.11.2017 04:18,5,0,10.11.2017 02:15,
1885,01.11.2017 04:24,01.11.2017 11:04,02.11.2017 00:03,,01.11.2017 17:14,4,2,10.11.2017 02:15,
1911,02.11.2017 00:18,,,,02.11.2017 22:00,3,0,03.11.2017 13:30,
1911,02.11.2017 22:01,02.11.2017 16:36,,,03.11.2017 13:30,1,0,03.11.2017 13:30,
1196,03.11.2017 15:09,03.11.2017 08:18,03.11.2017 09:17,,,6,,05.11.2017 04:00,
1196,,03.11.2017 12:37,03.11.2017 13:36,,04.11.2017 01:41,3,1,05.11.2017 04:00,
1196,04.11.2017 01:42,04.11.2017 01:01,04.11.2017 02:00,,05.11.2017 02:30,1,0,05.11.2017 04:00,
1935,05.11.2017 05:11,,,05.11.2017 10:20,05.11.2017 12:14,2,2,06.11.2017 19:10,
3483,05.11.2017 13:10,,,06.11.2017 00:09,05.11.2017 23:15,2,0,11.11.2017 05:50,
2639,06.11.2017 00:10,07.11.2017 13:04,07.11.2017 14:04,,07.11.2017 17:30,1,1,07.11.2017 17:45,
3489,07.11.2017 23:13,10.11.2017 02:18,,,10.11.2017 04:20,4,0,,Study over
3489,10.11.2017 04:21,10.11.2017 15:03,10.11.2017 15:51,,,6,,,Study over
3489,,10.11.2017 22:46,,,,6,,,Study over
3489,,11.11.2017 02:26,11.11.2017 03:26,,,6,,,Study over
3489,,11.11.2017 10:14,,,,6,,,Study over
3489,,11.11.2017 12:12,,11.11.2017 15:20,11.11.2017 14:25,8,2,,Study over
3489,,,,12.11.2017 18:21,,8,,,Study over
1854,29.09.2017 16:18,,,,29.09.2017 17:00,2,,01.10.2017 11:55,
1792,29.09.2017 18:15,,,29.09.2017 22:55,29.09.2017 20:30,2,,30.09.2017 04:00,
1854,30.09.2017 09:45,,,,30.09.2017 09:50,2,,01.10.2017 11:55,
1883,30.09.2017 10:00,,,30.09.2017 19:21,30.09.2017 19:00,2,,06.10.2017 23:30,
1188,01.10.2017 05:10,01.10.2017 08:05,,,01.10.2017 08:10,2,,03.10.2017 13:10,
1821,01.10.2017 09:00,01.10.2017 11:58,01.10.2017 13:08,01.10.2017 17:19,01.10.2017 19:00,2,,02.10.2017 00:50,
1188,02.10.2017 06:00,,,,02.10.2017 14:20,2,,03.10.2017 13:10,
1188,02.10.2017 14:21,,,02.10.2017 15:17,02.10.2017 15:20,2,,03.10.2017 13:10,
1188,02.10.2017 15:45,03.10.2017 10:44,03.10.2017 11:31,,03.10.2017 12:30,1,2,03.10.2017 13:10,
369,03.10.2017 13:55,03.10.2017 14:45,,,03.10.2017 23:00,3,,05.10.2017 16:50,
369,03.10.2017 23:01,,,,04.10.2017 05:00,4,2,05.10.2017 16:50,
108,04.10.2017 05:01,,,,04.10.2017 10:55,2,,09.10.2017 16:00,
9795,04.10.2017 13:50,,,,05.10.2017 23:00,2,2,06.10.2017 07:30,
9795,05.10.2017 23:01,06.10.2017 06:23,06.10.2017 07:21,06.10.2017 08:08,06.10.2017 06:30,1,1,06.10.2017 07:30,
1882,06.10.2017 23:25,,,07.10.2017 14:03,07.10.2017 15:12,2,,09.10.2017 16:20,
2578,29.09.2017 16:02,,,,29.09.2017 17:00,2,,02.10.2017 02:45,
2578,29.09.2017 17:01,30.09.2017 09:32,30.09.2017 10:31,30.09.2017 12:29,30.09.2017 23:00,2,,02.10.2017 02:45,
1092,01.10.2017 03:00,01.10.2017 09:21,,01.10.2017 17:53,02.10.2017 04:00,2,,10.10.2017 10:55,
2579,02.10.2017 04:00,,,02.10.2017 18:22,02.10.2017 17:00,2,,03.10.2017 04:00,
2558,02.10.2017 19:00,03.10.2017 03:57,,,03.10.2017 12:30,3,,04.10.2017 11:30,
2558,,03.10.2017 12:18,03.10.2017 13:17,,,6,,04.10.2017 11:30,
2558,03.10.2017 12:31,,,,03.10.2017 23:00,3,,04.10.2017 11:30,
2558,03.10.2017 23:01,03.10.2017 23:16,04.10.2017 00:15,,,6,,04.10.2017 11:30,
2558,,04.10.2017 08:57,,,,6,,04.10.2017 11:30,
2558,,04.10.2017 10:11,04.10.2017 11:11,04.10.2017 12:34,04.10.2017 11:00,1,,04.10.2017 11:30,
1092,04.10.2017 13:55,,,04.10.2017 20:57,04.10.2017 20:00,2,,10.10.2017 10:55,
2576,05.10.2017 00:01,,,,05.10.2017 03:00,4,,07.10.2017 07:55,
2576,05.10.2017 03:01,,,05.10.2017 17:33,05.10.2017 14:00,2,,07.10.2017 07:55,
2576,06.10.2017 03:00,,,,06.10.2017 05:00,3,,07.10.2017 07:55,
2576,06.10.2017 05:01,,,06.10.2017 09:53,06.10.2017 09:00,2,,07.10.2017 07:55,
2590,06.10.2017 23:00,,,07.10.2017 11:55,07.10.2017 11:00,2,2,11.10.2017 15:15,
1092,07.10.2017 15:44,,,,07.10.2017 17:25,2,1,10.10.2017 10:55,
1092,,07.10.2017 16:52,07.10.2017 17:40,07.10.2017 20:05,07.10.2017 11:00,20,,10.10.2017 10:55,
3701,07.10.2017 18:10,,,,07.10.2017 19:05,2,1,14.10.2017 12:00,
108,07.10.2017 21:09,08.10.2017 05:51,,08.10.2017 12:29,,6,,09.10.2017 16:00,
108,,08.10.2017 16:24,08.10.2017 17:23,,08.10.2017 09:00,2,0,09.10.2017 16:00,
2572,08.10.2017 15:06,,,08.10.2017 23:09,08.10.2017 22:00,2,1,10.10.2017 08:00,
274,09.10.2017 00:15,,,,09.10.2017 13:35,2,,15.10.2017 11:05,
274,09.10.2017 14:23,,,09.10.2017 17:29,09.10.2017 16:38,4,2,15.10.2017 11:05,
446,09.10.2017 18:21,09.10.2017 21:49,,,10.10.2017 05:16,3,2,12.10.2017 09:15,
446,10.10.2017 05:17,,,,10.10.2017 10:15,4,2,12.10.2017 09:15,
1261,10.10.2017 11:16,10.10.2017 11:17,10.10.2017 12:16,,10.10.2017 21:36,3,1,11.10.2017 02:00,
1261,10.10.2017 21:37,11.10.2017 01:02,11.10.2017 02:01,11.10.2017 11:59,11.10.2017 02:00,1,0,11.10.2017 02:00,
3701,11.10.2017 03:18,11.10.2017 11:16,,,11.10.2017 11:00,2,1,14.10.2017 12:00,
1875,11.10.2017 17:15,,,,11.10.2017 20:20,3,1,12.10.2017 02:20,
1875,11.10.2017 20:21,,12.10.2017 00:15,,12.10.2017 02:00,1,1,12.10.2017 02:20,
446,12.10.2017 03:16,12.10.2017 03:18,12.10.2017 04:18,,12.10.2017 06:30,1,1,12.10.2017 09:15,
446,,12.10.2017 07:10,,,,7,,12.10.2017 09:15,
9065,12.10.2017 08:15,,,,13.10.2017 07:00,3,1,14.10.2017 23:00,
9065,13.10.2017 07:01,,,,13.10.2017 10:00,2,0,14.10.2017 23:00,
181,13.10.2017 10:12,13.10.2017 19:26,13.10.2017 20:25,13.10.2017 22:22,13.10.2017 21:12,4,2,15.10.2017 12:00,
1237,14.10.2017 02:13,,,,14.10.2017 07:20,3,0,18.10.2017 18:45,
1237,14.10.2017 07:21,,,,14.10.2017 11:05,2,0,18.10.2017 18:45,
181,14.10.2017 11:10,14.10.2017 18:52,,,,6,,15.10.2017 12:00,
181,,15.10.2017 04:25,15.10.2017 05:24,,,6,,15.10.2017 12:00,
181,,15.10.2017 08:29,15.10.2017 09:28,15.10.2017 14:00,15.10.2017 07:00,1,2,15.10.2017 12:00,
9879,15.10.2017 14:10,,,,15.10.2017 14:30,2,0,22.10.2017 09:05,
1093,15.10.2017 15:00,15.10.2017 16:04,,,15.10.2017 17:20,4,1,15.10.2017 20:10,
1093,15.10.2017 17:21,,15.10.2017 17:15,15.10.2017 19:52,15.10.2017 19:30,1,1,15.10.2017 20:10,
2584,16.10.2017 00:05,,,16.10.2017 01:57,16.10.2017 02:05,2,1,16.10.2017 20:45,
2594,16.10.2017 02:10,17.10.2017 20:13,,18.10.2017 20:07,18.10.2017 12:08,4,2,19.10.2017 06:00,
2594,18.10.2017 12:09,,,,18.10.2017 19:16,3,2,19.10.2017 06:00,
2619,18.10.2017 23:10,,,,19.10.2017 12:03,3,1,21.10.2017 15:50,
2619,19.10.2017 12:04,19.10.2017 12:07,,,19.10.2017 12:20,3,1,21.10.2017 15:50,
565,19.10.2017 12:20,21.10.2017 21:52,21.10.2017 22:40,22.10.2017 01:40,21.10.2017 21:30,1,1,22.10.2017 00:05,
3909,22.10.2017 03:09,23.10.2017 05:55,,,23.10.2017 10:06,5,0,24.10.2017 11:10,
3909,23.10.2017 10:07,,,,23.10.2017 11:08,5,0,24.10.2017 11:10,
3909,23.10.2017 11:09,23.10.2017 15:41,,,,6,,24.10.2017 11:10,
3909,,24.10.2017 08:25,24.10.2017 09:24,24.10.2017 11:04,24.10.2017 10:30,1,2,24.10.2017 11:10,
9081,24.10.2017 12:20,,,,24.10.2017 12:45,2,0,26.10.2017 09:20,
1223,24.10.2017 13:16,24.10.2017 13:09,,,,6,,26.10.2017 07:50,
1223,,26.10.2017 01:08,,,,6,,26.10.2017 07:50,
1223,,26.10.2017 04:08,26.10.2017 05:19,,,6,,26.10.2017 07:50,
1223,,26.10.2017 06:18,,26.10.2017 06:56,26.10.2017 05:30,1,1,26.10.2017 07:50,
976,26.10.2017 07:05,,,,26.10.2017 09:17,5,0,27.10.2017 09:30,
976,26.10.2017 09:18,,,,26.10.2017 20:05,2,1,27.10.2017 09:30,
1221,26.10.2017 12:16,26.10.2017 20:35,26.10.2017 21:34,26.10.2017 21:59,26.10.2017 20:30,1,0,26.10.2017 21:30,
1931,26.10.2017 23:10,,,27.10.2017 13:20,27.10.2017 12:02,2,0,05.11.2017 23:21,
1304,27.10.2017 16:20,27.10.2017 23:15,,,,6,,31.10.2017 04:35,
1304,,28.10.2017 19:45,,,,6,,31.10.2017 04:35,
1304,,29.10.2017 00:18,,,,6,,31.10.2017 04:35,
1304,,29.10.2017 09:00,,,,6,,31.10.2017 04:35,
1304,,29.10.2017 15:06,29.10.2017 16:06,,,6,,31.10.2017 04:35,
1304,,29.10.2017 22:41,29.10.2017 23:40,,,6,,31.10.2017 04:35,
1304,,30.10.2017 03:57,30.10.2017 04:57,,30.10.2017 06:10,3,0,31.10.2017 04:35,
1304,30.10.2017 06:11,30.10.2017 11:59,,,,6,,31.10.2017 04:35,
1304,,30.10.2017 13:50,30.10.2017 14:50,,31.10.2017 02:30,1,2,31.10.2017 04:35,
1175,31.10.2017 04:12,,,,01.11.2017 12:07,3,0,01.11.2017 20:00,
1175,01.11.2017 12:08,,,,01.11.2017 19:30,1,1,01.11.2017 20:00,
9769,01.11.2017 20:09,,,,01.11.2017 23:10,2,0,10.11.2017 04:00,
1885,02.11.2017 00:30,,,,02.11.2017 07:30,4,2,10.11.2017 02:15,
9046,02.11.2017 07:36,,,,02.11.2017 16:15,4,2,05.11.2017 12:05,
3588,02.11.2017 16:22,,,,02.11.2017 22:30,2,0,10.11.2017 13:00,
9564,03.11.2017 03:45,,,,03.11.2017 20:14,3,1,,Study over
2642,03.11.2017 21:22,,,,05.11.2017 10:03,4,2,08.11.2017 13:15,
1931,05.11.2017 10:10,,,,05.11.2017 20:30,2,0,05.11.2017 23:21,
1796,29.09.2017 16:26,29.09.2017 17:36,29.09.2017 18:36,29.09.2017 19:56,29.09.2017 18:40,1,,29.09.2017 20:15,
2545,30.09.2017 09:40,30.09.2017 20:01,30.09.2017 21:00,,30.09.2017 20:30,1,,30.09.2017 23:15,
1183,01.10.2017 01:20,,,,01.10.2017 10:00,2,,05.10.2017 04:30,
9256,01.10.2017 10:30,01.10.2017 11:15,01.10.2017 12:15,,,6,,09.10.2017 06:55,
9256,,03.10.2017 11:15,03.10.2017 12:15,,,6,,09.10.2017 06:55,
9256,,04.10.2017 10:20,,,,6,,09.10.2017 06:55,
9256,,05.10.2017 02:50,,,05.10.2017 03:00,4,4,09.10.2017 06:55,
108,05.10.2017 03:01,,,05.10.2017 09:20,05.10.2017 10:00,2,,09.10.2017 16:00,
108,06.10.2017 04:00,06.10.2017 10:23,06.10.2017 10:59,06.10.2017 13:12,06.10.2017 22:00,2,,09.10.2017 16:00,
1099,06.10.2017 23:15,07.10.2017 21:39,07.10.2017 22:39,,,6,,08.10.2017 01:32,
1099,,08.10.2017 01:45,,08.10.2017 02:42,08.10.2017 00:30,1,1,08.10.2017 01:32,
3701,08.10.2017 05:00,,,08.10.2017 11:25,08.10.2017 09:00,2,0,14.10.2017 12:00,
274,08.10.2017 15:11,,,,08.10.2017 16:44,2,1,15.10.2017 11:05,
1092,08.10.2017 17:12,08.10.2017 18:35,08.10.2017 19:35,,08.10.2017 19:23,2,1,10.10.2017 10:55,
1641,08.10.2017 19:48,08.10.2017 21:27,08.10.2017 22:16,08.10.2017 22:37,08.10.2017 21:30,1,1,08.10.2017 21:45,
446,09.10.2017 01:05,,,,09.10.2017 07:40,4,2,12.10.2017 09:15,
3701,09.10.2017 07:55,,,,09.10.2017 09:25,2,,14.10.2017 12:00,
2566,09.10.2017 09:30,,,,09.10.2017 10:07,2,0,09.10.2017 19:17,
3701,09.10.2017 10:20,,,,09.10.2017 16:35,3,,14.10.2017 12:00,
3701,09.10.2017 16:40,,,,09.10.2017 18:25,2,1,14.10.2017 12:00,
2588,09.10.2017 23:25,,,09.10.2017 21:09,,6,,15.10.2017 06:00,
2588,,,,10.10.2017 15:56,10.10.2017 13:45,2,1,15.10.2017 06:00,
2619,19.10.2017 23:07,,,20.10.2017 20:32,20.10.2017 19:10,3,0,21.10.2017 15:50,
1223,21.10.2017 00:12,,,,21.10.2017 05:09,2,0,26.10.2017 07:50,
141,21.10.2017 05:12,,,,21.10.2017 06:13,2,0,21.10.2017 10:15,
141,21.10.2017 06:23,21.10.2017 07:40,21.10.2017 08:40,21.10.2017 10:58,21.10.2017 09:00,1,0,21.10.2017 10:15,
9870,21.10.2017 15:20,21.10.2017 19:31,21.10.2017 20:31,,21.10.2017 21:30,1,1,21.10.2017 22:15,
9081,22.10.2017 00:10,,,,22.10.2017 05:00,2,1,26.10.2017 09:20,
194,22.10.2017 05:15,22.10.2017 06:13,,,22.10.2017 08:00,2,0,27.10.2017 02:00,
6988,22.10.2017 15:15,23.10.2017 04:05,23.10.2017 05:05,23.10.2017 07:23,23.10.2017 06:40,1,1,23.10.2017 06:45,
527,23.10.2017 11:20,24.10.2017 10:41,24.10.2017 11:41,,,6,,26.10.2017 02:50,
527,,25.10.2017 02:47,,,26.10.2017 02:30,1,2,26.10.2017 02:50,
2625,26.10.2017 03:10,,,,26.10.2017 11:16,3,2,02.11.2017 12:55,
2631,26.10.2017 11:20,26.10.2017 01:19,26.10.2017 02:19,26.10.2017 03:07,27.10.2017 00:02,4,2,01.11.2017 15:25,
2625,27.10.2017 00:03,,,27.10.2017 13:19,27.10.2017 13:02,2,0,02.11.2017 12:55,
2635,27.10.2017 16:06,,,,27.10.2017 19:01,4,2,06.11.2017 12:45,
2644,27.10.2017 19:03,,,,27.10.2017 20:00,2,0,02.11.2017 12:25,
2625,27.10.2017 20:05,,,,30.10.2017 03:39,9,0,02.11.2017 12:55,TFAB
2625,30.10.2017 04:24,02.11.2017 09:42,02.11.2017 10:42,,02.11.2017 10:45,1,0,02.11.2017 12:55,
9564,02.11.2017 14:10,,,02.11.2017 13:25,02.11.2017 15:00,2,0,,Study over
3635,02.11.2017 15:32,02.11.2017 23:52,03.11.2017 00:52,,03.11.2017 00:55,1,0,03.11.2017 02:20,
2639,03.11.2017 01:06,,,,03.11.2017 23:24,3,1,07.11.2017 17:45,
2639,03.11.2017 23:25,04.11.2017 00:22,04.11.2017 01:22,,05.11.2017 06:04,4,2,07.11.2017 17:45,
9564,05.11.2017 06:18,,,,06.11.2017 06:14,4,1,,Study over
9564,06.11.2017 06:15,,,,06.11.2017 13:11,4,2,,Study over
1935,06.11.2017 13:13,,,,06.11.2017 14:00,2,0,06.11.2017 19:10,
